seq;timestamp_ms;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
7392;73910;-7.760489;1.740490;6.084137;-0.685448;0.924906;-0.976549
7393;73920;-8.017691;1.799565;6.228810;-0.710487;0.795332;-0.994504
7394;73930;-8.095356;1.792826;6.310321;-0.743585;0.605945;-0.972603
7395;73940;-8.083021;1.660347;6.191225;-0.790344;0.449813;-0.962781
7396;73950;-8.007325;1.472598;6.055398;-0.832604;0.367754;-0.982555
7397;73960;-7.973196;1.295812;5.888994;-0.889181;0.349995;-1.045247
7398;73970;-7.979411;1.103130;5.811840;-0.913402;0.367453;-1.123545
7399;73980;-8.050453;0.944674;5.805122;-0.917264;0.361473;-1.181233
7400;73990;-8.086623;0.782170;5.753949;-0.902719;0.323303;-1.220441
7401;74000;-8.070500;0.606221;5.738745;-0.858670;0.269206;-1.258814
7402;74010;-7.975021;0.758652;5.770917;-0.844301;0.238133;-1.289164
7403;74020;-8.204287;0.843100;5.868791;-0.920324;0.202430;-1.330578
7404;74030;-8.529401;0.794200;6.071844;-1.045138;0.076704;-1.391313
7405;74040;-8.749761;0.899484;6.301017;-1.246279;-0.118979;-1.498678
7406;74050;-8.571612;0.532205;6.207894;-1.469027;-0.302908;-1.623864
7407;74060;-8.173584;0.060789;5.938764;-1.610378;-0.419451;-1.704658
7408;74070;-7.719492;-0.481071;5.552080;-1.663990;-0.402855;-1.739238
7409;74080;-7.635495;-1.125372;5.308788;-1.583147;-0.306818;-1.759433
7410;74090;-7.707747;-1.283990;5.343801;-1.432767;-0.210195;-1.806853
7411;74100;-7.832718;-1.246501;5.488931;-1.303206;-0.171185;-1.805814
7412;74110;-8.054976;-1.178038;5.585303;-1.270945;-0.168400;-1.837536
7413;74120;-8.263674;-0.875116;5.853703;-1.375268;-0.200749;-1.926237
7414;74130;-9.111666;-0.612513;6.469665;-1.670504;-0.401168;-2.078587
7415;74140;-9.242959;-0.584812;6.718969;-2.111641;-0.789357;-2.370446
7416;74150;-8.310449;-1.002394;6.286322;-2.536629;-1.208008;-2.510072
7417;74160;-6.591944;-1.282246;5.673994;-2.759170;-1.418139;-2.327962
7418;74170;-6.295841;-2.553176;4.847749;-2.737374;-1.410811;-1.932997
7419;74180;-5.728334;-4.258215;4.127121;-2.281626;-1.214439;-1.713812
7420;74190;-5.265776;-4.791953;4.069727;-1.573087;-0.823580;-1.426210
7421;74200;-6.207061;-4.532814;4.753481;-0.956216;-0.467718;-1.190115
7422;74210;-7.090484;-3.734063;5.708465;-0.639885;-0.329409;-1.132303
7423;74220;-7.557844;-3.054594;6.499531;-0.656530;-0.433380;-1.087351
7424;74230;-7.866291;-3.162211;6.777633;-0.808458;-0.697347;-1.087032
7425;74240;-7.532797;-3.479364;6.749339;-0.916099;-0.956552;-1.115125
7426;74250;-7.298729;-3.743689;6.587177;-0.941496;-1.168053;-1.095568
7427;74260;-7.081904;-4.065448;6.442487;-0.923752;-1.357903;-1.071752
7428;74270;-6.598767;-4.659640;6.213076;-0.791301;-1.508205;-1.032251
7429;74280;-6.110964;-5.123376;5.938565;-0.528826;-1.577187;-0.932044
7430;74290;-5.561764;-5.220914;5.748924;-0.233369;-1.494823;-0.812296
7431;74300;-5.396373;-5.101995;5.761314;0.008253;-1.271548;-0.708535
7432;74310;-5.665429;-4.808556;6.072993;0.162478;-1.076593;-0.644956
7433;74320;-5.820823;-4.309888;6.337992;0.170480;-0.981323;-0.604782
7434;74330;-5.868173;-4.388581;6.554544;0.135335;-1.001630;-0.554491
7435;74340;-5.937284;-4.516239;6.772682;0.188473;-1.131976;-0.509451
7436;74350;-5.848753;-4.614900;7.051854;0.311984;-1.363175;-0.424762
7437;74360;-5.854573;-4.694520;7.319968;0.516665;-1.674530;-0.238848
7438;74370;-5.959874;-5.299943;7.403801;0.802005;-2.035340;-0.041362
7439;74380;-5.069264;-4.929555;7.279813;1.015998;-2.152979;0.105567
7440;74390;-4.438755;-4.890812;6.880611;1.029539;-1.921700;0.147662
7441;74400;-4.083194;-4.767000;6.819700;1.015646;-1.509143;0.086497
7442;74410;-4.196600;-4.334766;6.903294;0.932245;-1.111966;0.029433
7443;74420;-4.298994;-4.121473;6.943277;0.851230;-0.848489;0.003849
7444;74430;-4.643349;-3.948243;7.300441;0.888724;-0.792734;0.097613
7445;74440;-5.288592;-4.408232;7.631235;1.074048;-0.984824;0.258228
7446;74450;-4.990068;-4.596221;8.035300;1.405905;-1.269549;0.368441
7447;74460;-4.799867;-4.541952;8.223446;1.748132;-1.555742;0.559530
7448;74470;-4.448366;-4.222497;8.346633;2.015021;-1.754454;0.736909
7449;74480;-4.081975;-3.590972;8.352922;2.098277;-1.795413;0.858457
7450;74490;-3.668551;-2.843101;8.325922;1.942640;-1.650034;0.897713
7451;74500;-3.197464;-2.369955;8.143421;1.612770;-1.334639;0.835787
7452;74510;-3.070556;-2.413325;7.873595;1.295090;-0.973945;0.773870
7453;74520;-3.597754;-3.081893;7.768296;1.182328;-0.769916;0.783517
7454;74530;-4.427378;-3.852213;7.936136;1.415884;-0.844746;0.831213
7455;74540;-4.509919;-3.786801;8.439189;1.791073;-1.053888;0.819142
7456;74550;-3.949472;-3.314482;8.712519;2.100157;-1.216344;0.778523
7457;74560;-3.308665;-2.557158;8.944136;2.248082;-1.254247;0.824968
7458;74570;-3.163461;-1.803526;9.099195;2.196509;-1.227624;0.925323
7459;74580;-2.969905;-1.196877;9.033045;1.966916;-1.148855;0.994762
7460;74590;-2.277784;-0.924427;8.709959;1.660313;-0.938406;1.035612
7461;74600;-2.127947;-1.252914;8.202354;1.488482;-0.687775;1.196644
7462;74610;-2.290554;-1.865525;7.785723;1.547829;-0.431676;1.353629
7463;74620;-2.351007;-2.211815;7.657208;1.792929;-0.172362;1.402582
7464;74630;-2.277678;-2.308351;7.489052;2.190016;0.092496;1.423663
7465;74640;-2.315734;-2.300871;7.524123;2.696837;0.370072;1.463136
7466;74650;-2.657981;-2.003786;7.910227;3.209550;0.661622;1.405830
7467;74660;-2.908773;-0.617901;8.666483;3.503267;0.930101;1.120165
7468;74670;-2.971805;1.146070;9.257534;3.443810;1.097229;0.920571
7469;74680;-3.158031;2.118073;9.473220;3.141062;1.168003;1.002949
7470;74690;-3.651513;2.622505;9.511730;2.791483;1.181708;1.162236
7471;74700;-4.223457;3.025179;9.538068;2.410866;1.116930;1.226812
7472;74710;-4.483097;3.186108;9.566365;1.994165;0.999817;1.175668
7473;74720;-4.247070;3.345316;9.415487;1.613263;0.890312;1.125726
7474;74730;-4.135806;3.198507;9.005084;1.340883;0.827475;1.220355
7475;74740;-4.079509;3.071973;8.612018;1.193564;0.844112;1.336859
7476;74750;-4.398233;2.824175;8.330778;1.129476;0.887988;1.277703
7477;74760;-4.293592;2.429966;8.094486;1.119709;0.957877;1.103480
7478;74770;-4.423657;2.412508;8.089075;1.231773;1.017408;0.998616
7479;74780;-4.627366;2.627383;8.361332;1.271524;1.011416;0.884006
7480;74790;-4.635214;2.987767;8.454577;1.250268;0.982202;0.681165
7481;74800;-4.634437;3.126465;8.335931;1.184234;0.939651;0.542066
7482;74810;-4.397493;3.165579;8.138277;1.115163;0.940522;0.421816
7483;74820;-4.228810;3.247630;7.890177;1.089252;0.996364;0.325334
7484;74830;-4.689406;3.344289;7.877420;1.071191;1.008084;0.285869
7485;74840;-4.737791;3.379404;7.687178;0.996973;0.973523;0.209507
7486;74850;-3.848767;2.768933;6.805485;1.054462;1.080088;0.200322
7487;74860;-3.997884;2.517217;6.460579;1.393866;1.324913;0.302401
7488;74870;-5.053916;3.004072;6.898720;1.704830;1.437009;0.257089
7489;74880;-5.712175;3.882235;7.505833;1.807924;1.348655;0.111792
7490;74890;-5.873485;4.655354;7.880585;1.644854;1.145972;0.061292
7491;74900;-4.967644;4.541125;7.317279;1.360735;1.093842;-0.042951
7492;74910;-4.212977;3.532524;6.305424;1.349751;1.332391;-0.086501
7493;74920;-5.115445;3.168135;6.095513;1.598869;1.554864;-0.146413
7494;74930;-5.784605;3.934103;6.424104;1.773512;1.592172;-0.258057
7495;74940;-6.093561;4.931990;6.810407;1.710801;1.495873;-0.301571
7496;74950;-6.180568;5.523772;6.954599;1.395080;1.349180;-0.293954
7497;74960;-5.166665;4.425304;5.919259;1.016967;1.397239;-0.394162
7498;74970;-3.776502;2.687639;4.358407;1.127532;1.934733;-0.578322
7499;74980;-5.355796;2.932991;4.445011;1.600316;2.435971;-0.553715
7500;74990;-7.288307;4.347009;5.524836;1.832763;2.416296;-0.525049
7501;75000;-7.756540;5.691914;6.435814;1.729413;2.066470;-0.431349
7502;75010;-7.965927;6.453908;6.833506;1.366962;1.635719;-0.269978
7503;75020;-7.352687;5.966386;6.349246;0.930412;1.346458;-0.271396
7504;75030;-7.063862;5.431088;5.808943;0.630141;1.243912;-0.298862
7505;75040;-7.133637;4.956716;5.457142;0.438167;1.156720;-0.330446
7506;75050;-6.844492;4.619717;5.076538;0.365317;1.098196;-0.329062
7507;75060;-6.806806;4.451470;4.932465;0.372900;1.115730;-0.360898
7508;75070;-6.876944;4.536459;4.871516;0.359757;1.162401;-0.452669
7509;75080;-7.160006;4.568404;4.901830;0.288573;1.174675;-0.522100
7510;75090;-7.274501;4.599678;4.942049;0.164235;1.133308;-0.609550
7511;75100;-7.496930;4.544660;4.929535;0.030023;1.057880;-0.722156
7512;75110;-7.648000;4.661673;5.061163;-0.144828;0.959465;-0.865217
7513;75120;-7.731231;4.944839;5.166827;-0.409314;0.861399;-1.024641
7514;75130;-7.686203;5.068098;5.101722;-0.744337;0.740376;-1.081945
7515;75140;-7.755765;4.842815;4.859193;-1.058894;0.616000;-1.063131
7516;75150;-7.678251;4.356362;4.531228;-1.293091;0.539665;-1.098754
7517;75160;-7.383095;3.787560;4.094629;-1.404055;0.566665;-1.119908
7518;75170;-7.262266;3.030130;3.713978;-1.303049;0.722201;-1.177754
7519;75180;-7.377443;2.793360;3.607361;-1.052268;0.934872;-1.206575
7520;75190;-7.913611;3.120074;3.987229;-0.810055;1.039195;-1.179917
7521;75200;-8.456632;3.425366;4.384908;-0.671324;1.008680;-1.166313
7522;75210;-8.870224;3.707472;4.806067;-0.664732;0.863081;-1.169641
7523;75220;-9.054799;3.714603;4.978140;-0.754070;0.654583;-1.239428
7524;75230;-8.931371;3.830607;5.015682;-0.918618;0.474067;-1.313476
7525;75240;-9.006783;3.518767;4.865049;-1.088041;0.296304;-1.376193
7526;75250;-8.817309;3.032498;4.667324;-1.183294;0.137734;-1.446468
7527;75260;-8.755314;2.699080;4.552909;-1.212962;0.024014;-1.519642
7528;75270;-8.635583;2.510137;4.566886;-1.214085;-0.075356;-1.574621
7529;75280;-8.323052;2.234313;4.311634;-1.185223;-0.147002;-1.525587
7530;75290;-8.241875;1.776627;4.136601;-1.070164;-0.139074;-1.452865
7531;75300;-8.343259;1.663396;4.136607;-0.922981;-0.081378;-1.429621
7532;75310;-8.606450;1.758372;4.271839;-0.840417;-0.024758;-1.484502
7533;75320;-8.967972;1.776072;4.498833;-0.841661;-0.039858;-1.536615
7534;75330;-9.038157;1.871491;4.692133;-0.919027;-0.124855;-1.634138
7535;75340;-8.898131;1.826026;4.828874;-1.045513;-0.267093;-1.662089
7536;75350;-8.870917;1.641666;4.868891;-1.150099;-0.447812;-1.613097
7537;75360;-8.900161;1.285147;4.768073;-1.221642;-0.614682;-1.586864
7538;75370;-8.752677;1.290469;4.794031;-1.294942;-0.727287;-1.618453
7539;75380;-8.647801;1.297049;4.792324;-1.427511;-0.846092;-1.594189
7540;75390;-8.556838;0.815301;4.664810;-1.518633;-0.956464;-1.531660
7541;75400;-8.304850;0.260261;4.554996;-1.482328;-1.018103;-1.462799
7542;75410;-8.176244;-0.145538;4.425387;-1.346039;-1.030277;-1.384318
7543;75420;-8.356119;-0.581113;4.476372;-1.143368;-1.012254;-1.354098
7544;75430;-7.867598;-0.115917;4.918222;-0.957276;-0.943999;-1.322833
7545;75440;-8.286643;0.230877;5.286648;-0.970785;-0.909115;-1.116221
7546;75450;-8.709028;-0.311239;5.342751;-1.045722;-0.912471;-1.120998
7547;75460;-8.634329;-0.420082;5.622883;-1.110072;-0.930318;-1.208441
7548;75470;-8.598939;-0.239663;5.789886;-1.220184;-1.021491;-1.241012
7549;75480;-8.657792;-0.396338;5.970820;-1.336594;-1.186799;-1.250795
7550;75490;-8.843795;-0.536828;6.183048;-1.440194;-1.418918;-1.317479
7551;75500;-8.913725;-0.545464;6.446029;-1.584131;-1.722712;-1.415679
7552;75510;-8.541786;-1.039462;6.364601;-1.715622;-2.026811;-1.513076
7553;75520;-7.877480;-1.750679;6.074509;-1.727461;-2.216251;-1.562738
7554;75530;-7.318490;-2.509485;5.866364;-1.580214;-2.282303;-1.523449
7555;75540;-6.999489;-3.139233;5.791572;-1.274803;-2.242931;-1.466891
7556;75550;-6.969695;-3.106142;6.084979;-0.932242;-2.164808;-1.442959
7557;75560;-6.810107;-2.586058;6.320572;-0.772386;-2.118276;-1.393241
7558;75570;-6.774954;-2.648512;6.459432;-0.753911;-2.071001;-1.319589
7559;75580;-6.516678;-3.099638;6.324279;-0.741840;-1.990212;-1.359433
7560;75590;-5.555178;-2.924134;6.171255;-0.746021;-1.766730;-1.356403
7561;75600;-5.293608;-3.046101;5.967854;-0.777407;-1.404084;-1.265364
7562;75610;-5.642644;-3.341289;6.172156;-0.781789;-1.054515;-1.277019
7563;75620;-6.018952;-3.279347;6.688932;-0.737260;-0.913450;-1.277915
7564;75630;-6.563640;-3.465794;7.200471;-0.658196;-1.031500;-1.189215
7565;75640;-6.380979;-3.429534;7.357070;-0.572709;-1.210543;-1.149251
7566;75650;-5.732568;-3.272352;7.313581;-0.533226;-1.302414;-1.023979
7567;75660;-5.680018;-3.477995;7.294318;-0.515799;-1.333223;-0.872716
7568;75670;-5.470530;-3.753963;7.217192;-0.448336;-1.356279;-0.756180
7569;75680;-5.456453;-3.959005;7.254326;-0.363139;-1.358870;-0.678603
7570;75690;-5.523097;-4.040388;7.271691;-0.234415;-1.395773;-0.636132
7571;75700;-4.938917;-4.176956;7.408110;-0.066491;-1.430815;-0.571393
7572;75710;-4.752741;-3.960620;7.422788;0.019664;-1.384954;-0.398268
7573;75720;-4.753112;-4.385044;7.459761;0.110676;-1.297568;-0.351604
7574;75730;-4.804693;-4.030373;7.861985;0.208705;-1.250729;-0.340004
7575;75740;-5.271637;-3.838780;8.120221;0.249015;-1.390417;-0.218337
7576;75750;-4.858737;-4.118074;8.067372;0.324791;-1.547883;-0.135113
7577;75760;-4.122714;-3.896118;7.898654;0.384852;-1.551482;-0.049272
7578;75770;-3.772535;-3.674568;7.713015;0.391365;-1.409726;0.039405
7579;75780;-3.814141;-3.571258;7.699782;0.384538;-1.261197;0.132273
7580;75790;-3.996831;-3.496009;7.755703;0.391911;-1.213379;0.259222
7581;75800;-4.028110;-3.644034;7.696982;0.416708;-1.200300;0.354210
7582;75810;-3.556707;-3.515908;7.674902;0.466011;-1.122354;0.422528
7583;75820;-3.494752;-3.689041;7.627185;0.540759;-0.987740;0.503331
7584;75830;-3.599803;-4.020527;7.619453;0.718903;-0.872282;0.571916
7585;75840;-3.818566;-4.204431;7.843051;1.015495;-0.851985;0.663987
7586;75850;-3.827395;-4.144351;8.099629;1.350308;-0.888587;0.761692
7587;75860;-3.520540;-3.596818;8.370372;1.625654;-0.898966;0.868687
7588;75870;-3.210610;-2.903754;8.451725;1.745701;-0.843052;0.997015
7589;75880;-3.421735;-2.554286;8.650892;1.702022;-0.700449;1.071916
7590;75890;-3.522515;-2.093352;8.714966;1.535883;-0.541189;0.923434
7591;75900;-3.286057;-2.197289;8.609972;1.431269;-0.449919;0.976996
7592;75910;-3.296580;-2.376169;8.470265;1.493355;-0.380082;1.102777
7593;75920;-3.206693;-2.267637;8.443558;1.681643;-0.306264;1.208364
7594;75930;-3.148308;-2.103466;8.416120;1.941030;-0.226009;1.387882
7595;75940;-3.060005;-1.892050;8.349381;2.246742;-0.120936;1.598212
7596;75950;-3.089739;-1.716808;8.275620;2.579197;0.001130;1.811234
7597;75960;-2.802764;-1.190889;8.291104;2.850859;0.235528;1.994303
7598;75970;-2.574637;-0.436101;8.214938;2.947772;0.639712;2.041492
7599;75980;-3.207889;-0.040062;8.190315;2.931405;1.110255;1.916831
7600;75990;-4.640096;-0.037143;8.710790;2.905606;1.409732;1.534613
7601;76000;-5.585033;0.524696;9.237201;2.904178;1.329306;1.145058
7602;76010;-6.198264;1.463246;9.739732;2.844133;0.882634;1.220778
7603;76020;-5.442996;2.495919;10.052649;2.623115;0.451960;1.438513
7604;76030;-4.477229;3.235987;9.955266;2.242601;0.261098;1.500183
7605;76040;-3.927162;3.598713;9.648982;1.743465;0.289038;1.548635
7606;76050;-3.395535;3.533712;9.160741;1.224886;0.440153;1.643537
7607;76060;-3.605469;3.021613;8.607047;0.824570;0.631821;1.832396
7608;76070;-4.154973;2.281632;8.220503;0.601130;0.780480;1.882662
7609;76080;-4.582520;1.679065;8.074030;0.570005;0.819643;1.825316
7610;76090;-4.866984;1.451359;8.182502;0.652515;0.748758;1.756869
7611;76100;-4.835942;1.576499;8.324429;0.734063;0.637179;1.620061
7612;76110;-4.384456;1.722880;8.345110;0.778974;0.589680;1.434522
7613;76120;-4.107986;2.109366;8.404361;0.786202;0.636101;1.315128
7614;76130;-4.277029;2.431275;8.503230;0.722062;0.686764;1.215234
7615;76140;-4.255315;2.560309;8.371870;0.639566;0.731330;1.193524
7616;76150;-4.458143;2.329017;8.155565;0.602848;0.754001;1.241255
7617;76160;-4.406801;1.878948;7.801769;0.701442;0.794634;1.208718
7618;76170;-4.632362;1.636568;7.732455;0.920811;0.822877;1.124009
7619;76180;-4.608603;1.770582;7.889943;1.138830;0.839355;0.930480
7620;76190;-4.389367;1.857808;7.751153;1.331725;0.875258;0.784687
7621;76200;-4.481119;2.166721;7.732923;1.524297;0.937312;0.651433
7622;76210;-4.585983;2.828928;7.860520;1.599919;0.978404;0.502606
7623;76220;-4.571384;3.403449;7.818737;1.538394;1.014297;0.412106
7624;76230;-4.780107;3.909214;7.787308;1.418757;1.061432;0.351522
7625;76240;-5.309751;4.079437;7.888307;1.235182;0.985608;0.378210
7626;76250;-5.437968;4.025374;7.915540;1.032764;0.845874;0.339224
7627;76260;-4.912292;3.328176;7.405102;0.923994;0.783979;0.261566
7628;76270;-4.567674;2.755269;6.838647;1.049341;0.874142;0.218713
7629;76280;-4.790428;2.516701;6.623760;1.321955;0.997386;0.129493
7630;76290;-4.910098;2.463553;6.490515;1.659638;1.070256;0.056843
7631;76300;-4.809398;2.792094;6.399027;2.014456;1.192122;0.019526
7632;76310;-4.862795;3.751207;6.559682;2.235648;1.351137;0.007588
7633;76320;-5.494339;4.858891;6.923435;2.199295;1.457106;-0.029378
7634;76330;-6.057324;5.599427;7.139434;1.906387;1.424076;-0.077452
7635;76340;-6.195296;5.753835;7.028672;1.497957;1.321387;-0.156510
7636;76350;-5.996412;5.432342;6.553456;1.119859;1.246745;-0.239376
7637;76360;-5.741896;4.524397;5.836158;0.948555;1.252434;-0.311007
7638;76370;-5.658329;3.985098;5.431243;1.028502;1.328782;-0.349371
7639;76380;-5.714753;4.165912;5.313335;1.210616;1.440196;-0.353252
7640;76390;-6.237416;4.703891;5.538899;1.311856;1.502448;-0.305166
7641;76400;-6.620545;5.092317;5.624731;1.284221;1.480633;-0.300884
7642;76410;-6.691165;5.304023;5.686118;1.182072;1.435236;-0.331519
7643;76420;-6.797119;5.519994;5.546550;1.007406;1.397246;-0.384252
7644;76430;-6.865613;5.648348;5.409525;0.794927;1.351309;-0.450924
7645;76440;-6.899835;5.512587;5.116370;0.579207;1.294754;-0.491665
7646;76450;-6.878926;5.051766;4.862785;0.463627;1.245993;-0.510425
7647;76460;-6.742425;4.995822;4.700756;0.453229;1.217550;-0.497390
7648;76470;-7.016180;5.002549;4.607837;0.473733;1.157708;-0.410504
7649;76480;-7.229157;5.032557;4.595825;0.503762;1.071039;-0.388383
7650;76490;-7.136421;5.146221;4.448389;0.518794;1.032732;-0.350621
7651;76500;-7.456279;5.044691;4.417000;0.492946;1.048457;-0.420715
7652;76510;-7.369153;5.445478;4.404142;0.406102;1.077268;-0.584177
7653;76520;-7.509435;5.602061;4.350208;0.211728;1.053617;-0.601217
7654;76530;-7.538978;5.153989;4.067514;0.073839;0.993554;-0.680239
7655;76540;-7.394714;5.106473;3.973317;0.002348;0.936533;-0.712454
7656;76550;-7.456266;5.011684;3.816011;-0.075874;0.888530;-0.695888
7657;76560;-7.459646;4.709092;3.755652;-0.104707;0.864621;-0.710485
7658;76570;-7.466666;4.856490;3.716866;-0.114159;0.870508;-0.716926
7659;76580;-7.888530;5.055569;3.906798;-0.171148;0.797869;-0.666811
7660;76590;-8.006153;4.883423;3.919486;-0.214552;0.656089;-0.635617
7661;76600;-8.065119;4.919373;3.911396;-0.248199;0.548111;-0.641505
7662;76610;-8.104012;4.847896;3.785260;-0.331439;0.458366;-0.695080
7663;76620;-7.889442;4.730805;3.578809;-0.413827;0.439203;-0.783466
7664;76630;-7.847740;4.647258;3.440626;-0.485306;0.456623;-0.821768
7665;76640;-7.879777;4.396562;3.390766;-0.534758;0.463412;-0.856539
7666;76650;-8.005093;4.473390;3.505050;-0.567511;0.454712;-0.893700
7667;76660;-8.178069;4.513349;3.666953;-0.624420;0.378614;-0.882887
7668;76670;-8.423352;4.569239;3.888284;-0.662747;0.210696;-0.822003
7669;76680;-8.657811;4.475953;4.101315;-0.678190;-0.036376;-0.732711
7670;76690;-8.624452;4.120675;4.022683;-0.664785;-0.244715;-0.686819
7671;76700;-8.393795;3.950394;3.835671;-0.621357;-0.290609;-0.714813
7672;76710;-8.360807;4.164138;3.754761;-0.661783;-0.209626;-0.823309
7673;76720;-8.613522;4.175459;3.833807;-0.783589;-0.171450;-0.959792
7674;76730;-8.709987;4.279754;4.020257;-0.935960;-0.209489;-1.110430
7675;76740;-8.843511;4.543938;4.300445;-1.182442;-0.341590;-1.223006
7676;76750;-8.925727;4.567070;4.445570;-1.490844;-0.548595;-1.318838
7677;76760;-8.984912;4.562951;4.584917;-1.811786;-0.834466;-1.351674
7678;76770;-8.650376;3.934634;4.326863;-2.102290;-1.116547;-1.341711
7679;76780;-7.607840;2.306685;3.581546;-2.095159;-1.165603;-1.330200
7680;76790;-7.347338;1.583348;3.522361;-1.725935;-0.991640;-1.236762
7681;76800;-7.647214;1.660476;3.930208;-1.332589;-0.817582;-1.137504
7682;76810;-8.081326;1.853392;4.525829;-1.069348;-0.702925;-1.078458
7683;76820;-8.613979;2.039895;5.069872;-0.943494;-0.671348;-1.128591
7684;76830;-8.750656;2.464842;5.556913;-0.943943;-0.762472;-1.185608
7685;76840;-8.720241;2.726450;5.745853;-1.075454;-0.938538;-1.129189
7686;76850;-8.624098;2.406343;5.689346;-1.208812;-1.118556;-1.082394
7687;76860;-8.611244;2.072256;5.667128;-1.279395;-1.283743;-1.074087
7688;76870;-8.375838;2.140554;5.630826;-1.363199;-1.434464;-1.068777
7689;76880;-8.116370;1.827748;5.451449;-1.450298;-1.528514;-1.021668
7690;76890;-7.794685;1.187119;5.195538;-1.456915;-1.559764;-0.986057
7691;76900;-7.479279;0.709098;5.114725;-1.347755;-1.509972;-0.966480
7692;76910;-7.190673;0.582344;5.245432;-1.199645;-1.409504;-0.914983
7693;76920;-7.096129;0.591224;5.429842;-1.058747;-1.292294;-0.807119
7694;76930;-7.433465;0.119775;5.487914;-0.890083;-1.216881;-0.691897
7695;76940;-7.325301;0.024462;5.909318;-0.637143;-1.160338;-0.669870
7696;76950;-7.557856;0.430537;6.299161;-0.453842;-1.166360;-0.508011
7697;76960;-7.965554;0.296597;6.602397;-0.338026;-1.243546;-0.430899
7698;76970;-7.957336;0.745691;6.970983;-0.327605;-1.301321;-0.423536
7699;76980;-8.129529;1.429116;7.346329;-0.532135;-1.378242;-0.467267
7700;76990;-8.149888;1.682052;7.504009;-0.901180;-1.535580;-0.473409
7701;77000;-7.834277;1.097135;7.157317;-1.217213;-1.699081;-0.493796
7702;77010;-7.476275;0.557314;7.045972;-1.355334;-1.817064;-0.489299
7703;77020;-7.087089;-0.143586;6.794251;-1.304562;-1.908059;-0.475941
7704;77030;-6.544071;-0.732005;6.644685;-1.075122;-1.927522;-0.386934
7705;77040;-6.359252;-1.347676;6.718991;-0.702764;-1.906982;-0.301440
7706;77050;-5.947056;-1.463775;6.919716;-0.280479;-1.815053;-0.221882
7707;77060;-6.252480;-1.078886;7.418347;0.042927;-1.733905;-0.151647
7708;77070;-6.334738;-0.722939;7.764910;0.197578;-1.715997;-0.165183
7709;77080;-6.566175;0.714036;8.661982;0.110539;-1.767962;-0.132735
7710;77090;-7.723604;1.894555;9.278238;-0.453175;-2.103109;-0.112118
7711;77100;-6.712386;1.159229;8.680256;-1.102673;-2.444243;-0.203292
7712;77110;-5.530261;-0.017863;7.736126;-1.409153;-2.566075;-0.186039
7713;77120;-4.840726;-1.527445;7.072518;-1.264634;-2.518747;-0.086269
7714;77130;-4.254771;-2.490555;6.869998;-0.724535;-2.332276;0.019924
7715;77140;-4.421718;-2.862451;7.172942;-0.024739;-2.133038;0.115929
7716;77150;-3.999135;-2.250602;7.603254;0.560568;-1.885716;0.143837
7717;77160;-3.658597;-1.221807;7.961752;0.833399;-1.519599;0.150198
7718;77170;-3.793255;-0.430646;8.308668;0.812886;-1.153558;0.090379
7719;77180;-4.133358;-0.102695;8.502776;0.669579;-0.911745;0.090993
7720;77190;-4.421335;-0.202536;8.576607;0.582304;-0.862112;0.160754
7721;77200;-4.207544;-0.264114;8.470775;0.640865;-0.917323;0.361208
7722;77210;-3.995022;-0.477059;8.388737;0.832389;-0.964042;0.654013
7723;77220;-4.149173;-0.667067;8.465869;1.095518;-0.982977;0.862645
7724;77230;-4.011980;-0.385170;8.675072;1.336930;-0.984107;0.967530
7725;77240;-3.719180;-0.043832;8.615405;1.490630;-0.961666;1.132672
7726;77250;-3.080941;0.161685;8.309959;1.601776;-0.787391;1.297830
7727;77260;-2.508316;0.191260;7.841595;1.710450;-0.398394;1.359684
7728;77270;-2.218827;-0.103548;7.227511;1.868788;0.165937;1.253038
7729;77280;-2.200585;0.020571;6.891701;2.129777;0.795542;1.048226
7730;77290;-2.575177;0.557898;7.003928;2.428531;1.310598;0.993162
7731;77300;-3.598708;1.179914;7.391317;2.727372;1.587706;1.183454
7732;77310;-4.271245;2.129589;8.014380;2.884867;1.696146;1.369942
7733;77320;-4.567178;2.942765;8.374687;2.882633;1.716135;1.415450
7734;77330;-5.147904;3.481320;8.647546;2.764528;1.635991;1.476820
7735;77340;-5.566877;4.025283;8.907555;2.533589;1.466770;1.509457
7736;77350;-5.485352;4.500688;8.944867;2.189174;1.280648;1.458739
7737;77360;-5.139394;4.340967;8.496581;1.828429;1.175635;1.389056
7738;77370;-5.006634;3.817582;7.981039;1.576074;1.171196;1.237291
7739;77380;-4.915386;3.125006;7.567624;1.520916;1.211606;0.984845
7740;77390;-4.741594;2.746535;7.223061;1.653304;1.267002;0.788488
7741;77400;-4.717548;2.983922;7.097873;1.842844;1.351716;0.688111
7742;77410;-4.785121;3.612792;7.169181;1.971773;1.439926;0.521255
7743;77420;-4.691201;4.134534;6.971281;1.996644;1.523737;0.478672
7744;77430;-5.044665;4.388656;6.961461;1.987737;1.594087;0.525265
7745;77440;-5.551496;4.729937;7.041709;1.948032;1.581414;0.438636
7746;77450;-5.973025;4.805322;7.191141;1.865437;1.455665;0.347555
7747;77460;-5.909185;4.972051;7.180166;1.764412;1.308372;0.213680
7748;77470;-5.395680;4.940096;6.710576;1.681589;1.249264;0.169642
7749;77480;-5.335231;4.752531;6.270663;1.703967;1.302311;0.184840
