seq;timestamp_ms;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
5864;58630;-6.377458;-0.708987;7.414047;-1.557366;0.334405;-0.289320
5865;58640;-6.304220;-0.988524;7.246236;-1.707621;0.311905;-0.317779
5866;58650;-6.314688;-1.507875;7.023918;-1.770133;0.296448;-0.355460
5867;58660;-6.048267;-1.902253;6.794115;-1.733353;0.321985;-0.384837
5868;58670;-5.856501;-2.300318;6.602267;-1.607416;0.395481;-0.396491
5869;58680;-6.038490;-2.340575;6.713388;-1.437918;0.460613;-0.394293
5870;58690;-6.148565;-2.292814;6.878988;-1.315151;0.447810;-0.393442
5871;58700;-6.085001;-2.333311;6.837491;-1.229798;0.459570;-0.363157
5872;58710;-6.193282;-2.174854;6.992339;-1.202305;0.485096;-0.319368
5873;58720;-6.325710;-2.438730;7.062024;-1.200507;0.485345;-0.302724
5874;58730;-6.247878;-2.728823;6.953136;-1.139485;0.493763;-0.265023
5875;58740;-6.362317;-2.846570;6.902774;-1.041333;0.510573;-0.242187
5876;58750;-6.295061;-2.914568;6.882271;-0.947991;0.539730;-0.213220
5877;58760;-6.290054;-2.976133;6.644910;-0.855171;0.596825;-0.207512
5878;58770;-6.347750;-2.988033;6.529791;-0.745363;0.653926;-0.173010
5879;58780;-6.562894;-3.054198;6.517914;-0.610626;0.671014;-0.137344
5880;58790;-6.754501;-2.841718;6.662873;-0.498855;0.647644;-0.127436
5881;58800;-6.896992;-2.653041;6.728911;-0.471513;0.602573;-0.133040
5882;58810;-6.935937;-2.636869;6.691677;-0.498142;0.555168;-0.124737
5883;58820;-6.856111;-2.716785;6.612573;-0.541291;0.540898;-0.116852
5884;58830;-6.836138;-3.006638;6.450666;-0.549312;0.549925;-0.124066
5885;58840;-6.822277;-3.046868;6.367524;-0.498499;0.564549;-0.105970
5886;58850;-6.864216;-2.953849;6.327639;-0.474419;0.611266;-0.084254
5887;58860;-7.008339;-3.230144;6.249306;-0.432183;0.648830;-0.091570
5888;58870;-6.989566;-3.217682;6.265102;-0.356877;0.665528;-0.121490
5889;58880;-6.945904;-3.160361;6.223011;-0.297825;0.680896;-0.104479
5890;58890;-6.993215;-3.158528;6.220568;-0.246881;0.692043;-0.063643
5891;58900;-7.087012;-3.121141;6.209593;-0.204231;0.697065;-0.032985
5892;58910;-7.111885;-3.083886;6.167518;-0.175781;0.695353;0.009007
5893;58920;-7.152379;-3.221550;6.062518;-0.130854;0.674802;0.053158
5894;58930;-7.182815;-3.277826;6.028913;-0.042933;0.634940;0.096876
5895;58940;-7.188585;-3.168586;6.012591;0.051237;0.589397;0.165024
5896;58950;-7.253118;-3.109568;5.908747;0.125823;0.528030;0.235996
5897;58960;-7.230923;-3.086651;5.780019;0.191284;0.472289;0.309587
5898;58970;-7.058624;-2.959017;5.595494;0.265042;0.470337;0.416016
5899;58980;-6.895096;-3.086388;5.241940;0.305914;0.556322;0.512739
5900;58990;-6.571015;-3.212530;4.805566;0.398356;0.782967;0.599359
5901;59000;-6.570754;-3.061515;4.451298;0.521838;1.075694;0.748893
5902;59010;-6.994128;-3.188629;4.475458;0.717508;1.321471;0.808699
5903;59020;-7.323744;-2.999016;4.530428;0.943144;1.492323;0.888622
5904;59030;-7.863352;-2.779904;4.921496;1.137329;1.548165;0.924875
5905;59040;-8.238921;-2.340693;5.272260;1.255084;1.502502;0.944224
5906;59050;-8.701017;-1.832988;5.596811;1.239514;1.392626;0.925465
5907;59060;-9.091257;-1.488851;5.955167;1.083254;1.211910;0.831840
5908;59070;-9.089401;-1.366285;5.951166;0.816473;1.001423;0.710916
5909;59080;-8.804813;-1.448475;5.690631;0.547746;0.822108;0.623645
5910;59090;-8.267258;-1.868775;5.070320;0.429306;0.751751;0.577895
5911;59100;-7.797626;-2.346219;4.470144;0.525323;0.803530;0.616577
5912;59110;-7.435732;-2.506519;3.914935;0.812295;0.996440;0.731971
5913;59120;-7.772678;-2.302118;3.862965;1.189296;1.210234;0.873763
5914;59130;-8.193649;-1.834375;4.144773;1.511867;1.354238;0.970016
5915;59140;-9.106056;-0.839371;4.878138;1.645877;1.328730;1.031308
5916;59150;-9.917777;-0.009964;5.540158;1.487729;1.074041;0.988355
5917;59160;-10.134051;0.244564;5.832646;1.137491;0.694480;0.884436
5918;59170;-9.789667;-0.063896;5.456549;0.753687;0.320116;0.738148
5919;59180;-9.022363;-0.864565;4.694758;0.557227;0.137419;0.590996
5920;59190;-8.174722;-1.269226;3.937963;0.567013;0.180114;0.510801
5921;59200;-7.465871;-1.393899;3.412656;0.725014;0.396126;0.580350
5922;59210;-7.551854;-0.992812;3.419323;1.002729;0.604556;0.790767
5923;59220;-8.232974;-0.884686;3.739147;1.287706;0.648594;0.999689
5924;59230;-8.451679;-0.422131;4.105199;1.551597;0.661799;1.166196
5925;59240;-9.239252;0.759280;4.817649;1.641274;0.560313;1.338440
5926;59250;-10.037864;0.811342;5.336512;1.529828;0.281778;1.416455
5927;59260;-10.126936;0.505308;5.497098;1.420675;0.010633;1.337190
5928;59270;-9.840427;0.712070;5.345644;1.252472;-0.160183;1.157362
5929;59280;-9.223700;0.623351;4.793940;1.084295;-0.188287;1.006370
5930;59290;-8.742037;0.431978;4.240555;1.043987;-0.110384;0.944910
5931;59300;-8.356740;0.316132;3.790994;1.165696;0.027429;0.945220
5932;59310;-8.467225;0.580982;3.741400;1.365810;0.172382;0.975099
5933;59320;-8.666184;1.084928;3.877747;1.491354;0.286533;0.974350
5934;59330;-9.059486;1.839686;4.279682;1.460860;0.322151;0.960530
5935;59340;-9.504921;2.282038;4.649524;1.284545;0.225820;0.933771
5936;59350;-9.508945;2.157435;4.666156;1.084750;0.075585;0.887478
5937;59360;-9.185681;1.806691;4.392305;1.002986;-0.022138;0.849385
5938;59370;-8.981681;1.672191;4.214306;1.039527;-0.050514;0.832930
5939;59380;-8.780439;1.733224;4.000945;1.097720;-0.007422;0.840870
5940;59390;-8.639549;1.698720;3.842991;1.179108;0.086500;0.839713
5941;59400;-8.577669;1.817195;3.752495;1.275891;0.199319;0.846673
5942;59410;-8.587782;2.180205;3.796448;1.344661;0.282418;0.896957
5943;59420;-8.855379;2.488610;3.956783;1.375335;0.280965;0.953838
5944;59430;-9.147108;2.888988;4.247453;1.338346;0.185898;0.981900
5945;59440;-9.210726;3.048034;4.348765;1.232392;0.044848;0.969738
5946;59450;-9.165585;3.048044;4.336281;1.109717;-0.108784;0.927494
5947;59460;-8.898618;2.937695;4.199888;1.017616;-0.246150;0.901567
5948;59470;-8.645290;2.812240;3.958083;0.990544;-0.311525;0.903617
5949;59480;-8.498245;2.710749;3.640023;1.003917;-0.268693;0.886482
5950;59490;-8.158677;2.544260;3.364665;1.073407;-0.127603;0.830053
5951;59500;-8.326505;2.857445;3.521617;1.155559;0.004710;0.834651
5952;59510;-8.726149;3.299122;3.847323;1.185919;-0.011635;0.860571
5953;59520;-8.900361;3.356194;4.037067;1.171650;-0.137786;0.853281
5954;59530;-8.671017;3.535119;4.004171;1.154583;-0.244141;0.836073
5955;59540;-8.580213;3.764505;4.010332;1.114999;-0.338539;0.824704
5956;59550;-8.604051;3.741563;3.917606;1.085436;-0.466597;0.845972
5957;59560;-8.505518;3.797800;3.811120;1.110452;-0.595366;0.878849
5958;59570;-8.292570;3.676299;3.617171;1.134694;-0.662495;0.885937
5959;59580;-7.908115;3.799089;3.377129;1.165539;-0.568635;0.838493
5960;59590;-7.965215;4.113134;3.324142;1.119516;-0.407209;0.749575
5961;59600;-8.137279;4.263801;3.333699;1.020829;-0.295645;0.636029
5962;59610;-8.199778;4.440760;3.500755;0.924075;-0.289900;0.577855
5963;59620;-8.311088;4.604967;3.623295;0.845386;-0.388427;0.584166
5964;59630;-8.306691;4.574097;3.704804;0.786661;-0.547522;0.615684
5965;59640;-8.168814;4.587414;3.717215;0.767610;-0.695620;0.629982
5966;59650;-8.131650;4.502150;3.710782;0.769973;-0.846161;0.654241
5967;59660;-7.885878;4.282285;3.533980;0.820181;-0.952403;0.657765
5968;59670;-7.591800;4.531672;3.501740;0.850086;-0.923117;0.634769
5969;59680;-7.556113;4.973841;3.523379;0.777837;-0.818279;0.528230
5970;59690;-7.737407;4.942733;3.553164;0.639012;-0.748772;0.449333
5971;59700;-7.648874;4.960427;3.578589;0.539922;-0.726343;0.374117
5972;59710;-7.835891;5.131693;3.705725;0.473012;-0.790514;0.364829
5973;59720;-8.096768;5.239050;3.885300;0.407362;-0.950256;0.352436
5974;59730;-8.143830;5.326414;4.141386;0.336310;-1.173841;0.315113
5975;59740;-8.282915;5.376162;4.366928;0.275335;-1.443923;0.279777
5976;59750;-8.450681;5.329590;4.687086;0.201737;-1.788394;0.240982
5977;59760;-8.133742;5.137602;4.673090;0.117704;-2.089681;0.170174
5978;59770;-7.047366;5.132850;4.395641;0.000607;-2.148109;0.057364
5979;59780;-6.224532;5.227586;4.062423;-0.135218;-1.926959;-0.032657
5980;59790;-6.687670;5.097906;4.081541;-0.251822;-1.687890;-0.095025
5981;59800;-6.581662;4.872742;4.159873;-0.305833;-1.532431;-0.171359
5982;59810;-6.829540;4.898549;4.451852;-0.254478;-1.469243;-0.131000
5983;59820;-7.390741;5.049141;4.810314;-0.200037;-1.528840;-0.107699
5984;59830;-7.273418;4.977467;5.136282;-0.157621;-1.676876;-0.077220
5985;59840;-7.100645;5.019783;5.244177;-0.097246;-1.779577;-0.039286
5986;59850;-7.294899;5.086789;5.546382;-0.056641;-1.898627;-0.033090
5987;59860;-7.597971;5.437941;5.992569;-0.112712;-2.135237;-0.056980
5988;59870;-6.964313;5.638672;5.949141;-0.313092;-2.338541;-0.081526
5989;59880;-5.406945;5.740335;5.640656;-0.589739;-2.259874;-0.075950
5990;59890;-4.926773;5.915907;5.271494;-0.908972;-1.957609;-0.033116
5991;59900;-5.264991;5.034669;5.042847;-1.152191;-1.645558;-0.052475
5992;59910;-5.501381;3.224480;4.676772;-1.039925;-1.428711;-0.155903
5993;59920;-5.783484;2.258011;5.059730;-0.505199;-1.288702;-0.284688
5994;59930;-6.247233;3.055480;5.960655;0.035083;-1.298452;-0.382493
5995;59940;-6.155976;4.344638;6.823942;0.299021;-1.405795;-0.456306
5996;59950;-6.033902;5.246141;7.307043;0.296783;-1.550551;-0.383515
5997;59960;-6.115365;5.861304;7.537518;0.098660;-1.728976;-0.273329
5998;59970;-5.601035;5.952948;7.282718;-0.230954;-1.866843;-0.224917
5999;59980;-4.781963;5.978783;6.920260;-0.595122;-1.843799;-0.153145
6000;59990;-4.754162;6.271527;6.801421;-0.997633;-1.737043;-0.062722
6001;60000;-5.005772;5.984813;6.782305;-1.450209;-1.656365;0.012472
6002;60010;-5.218576;5.011886;6.627364;-1.782334;-1.620938;0.000602
6003;60020;-5.393109;3.962859;6.610208;-1.910712;-1.633573;-0.155155
6004;60030;-5.183358;3.475563;6.815888;-1.885295;-1.653870;-0.315604
6005;60040;-5.324951;3.495701;7.217475;-1.831856;-1.688548;-0.511083
6006;60050;-5.054944;3.507029;7.601783;-1.838210;-1.790597;-0.647362
6007;60060;-4.065449;3.585205;7.505579;-1.862533;-1.834329;-0.519814
6008;60070;-3.553090;3.478638;7.297388;-1.870806;-1.706187;-0.404293
6009;60080;-2.955385;3.356147;7.092000;-1.846214;-1.485929;-0.286278
6010;60090;-3.567812;3.204630;7.351697;-1.850697;-1.227112;-0.253385
6011;60100;-4.163383;3.049702;7.461520;-1.973149;-1.128420;-0.427544
6012;60110;-3.018689;2.451401;7.162131;-2.003403;-1.006203;-0.454159
6013;60120;-2.916129;2.161755;7.290105;-1.872104;-0.796701;-0.313401
6014;60130;-3.702053;1.831530;7.692723;-1.703125;-0.657274;-0.353773
6015;60140;-3.327947;1.623928;7.940817;-1.502786;-0.569256;-0.400090
6016;60150;-3.169600;1.734675;8.221011;-1.299671;-0.454889;-0.366295
6017;60160;-3.073712;2.002196;8.506460;-1.180485;-0.333227;-0.335158
6018;60170;-2.915259;2.069530;8.614624;-1.156509;-0.161647;-0.293398
6019;60180;-3.323576;2.097861;8.768963;-1.197651;-0.005975;-0.328033
6020;60190;-3.294182;2.316340;8.751816;-1.358671;0.095485;-0.405326
6021;60200;-2.978832;2.365441;8.593256;-1.572523;0.232941;-0.409221
6022;60210;-3.530658;1.891015;8.556379;-1.741506;0.307975;-0.352377
6023;60220;-4.145649;1.305893;8.690682;-1.792283;0.227795;-0.261997
6024;60230;-3.564488;0.713698;8.705883;-1.737040;0.151975;-0.196551
6025;60240;-3.631735;0.299547;8.983756;-1.589342;0.176552;-0.201029
6026;60250;-3.562114;0.624604;9.197545;-1.510502;0.200443;-0.271858
6027;60260;-3.443420;0.513884;9.135266;-1.500426;0.237417;-0.272578
6028;60270;-3.534161;0.207694;9.109737;-1.492840;0.330167;-0.335215
6029;60280;-3.300488;0.303564;9.026976;-1.555540;0.492499;-0.468597
6030;60290;-3.153144;0.200104;8.750250;-1.686360;0.719041;-0.607819
6031;60300;-3.101817;-0.166957;8.437193;-1.793637;0.965667;-0.707838
6032;60310;-3.496880;-0.604179;8.432834;-1.828018;1.171671;-0.751100
6033;60320;-4.257859;-0.842433;8.745088;-1.808099;1.200454;-0.773740
6034;60330;-4.752344;-1.026130;8.988949;-1.738625;0.987864;-0.654922
6035;60340;-5.069745;-1.525389;9.175718;-1.576387;0.670149;-0.468679
6036;60350;-4.585869;-1.490286;9.186816;-1.422892;0.458411;-0.435956
6037;60360;-4.109423;-1.405381;9.015108;-1.351506;0.409227;-0.415588
6038;60370;-4.113544;-1.441507;8.765724;-1.356804;0.475140;-0.412354
6039;60380;-3.971445;-1.503205;8.374566;-1.358246;0.592968;-0.417676
6040;60390;-4.187654;-1.560401;8.268072;-1.354637;0.707690;-0.377054
6041;60400;-4.177173;-1.473801;8.074515;-1.361432;0.805177;-0.354685
6042;60410;-4.070313;-1.482000;7.943723;-1.382221;0.935864;-0.277599
6043;60420;-4.795215;-2.043057;7.968457;-1.378310;1.032679;-0.249012
6044;60430;-5.130280;-2.164367;8.263951;-1.324115;1.023237;-0.300382
6045;60440;-5.410436;-2.203690;8.562081;-1.258138;0.881262;-0.259624
6046;60450;-5.512546;-2.236114;8.604112;-1.205747;0.682673;-0.184361
6047;60460;-5.339354;-2.493060;8.523719;-1.123225;0.518653;-0.115142
6048;60470;-5.137881;-2.651875;8.437238;-1.011541;0.435109;-0.067419
6049;60480;-4.978750;-2.609630;8.245469;-0.935207;0.452813;-0.052604
6050;60490;-4.716291;-2.543035;8.041621;-0.925278;0.558201;-0.065168
6051;60500;-4.669156;-2.711340;7.736332;-0.905484;0.719647;-0.051183
6052;60510;-4.917161;-3.056957;7.572680;-0.806239;0.874924;-0.046122
6053;60520;-5.191813;-3.143288;7.616078;-0.667627;0.966885;-0.051189
6054;60530;-5.375094;-3.033592;7.726041;-0.542551;0.987488;-0.045487
6055;60540;-5.592981;-2.774381;7.876601;-0.462449;0.939598;-0.003761
6056;60550;-6.103932;-2.583361;8.067805;-0.446316;0.791533;0.040868
6057;60560;-6.090210;-2.568578;8.033195;-0.476401;0.590585;0.064482
6058;60570;-5.662809;-2.720044;7.744976;-0.489622;0.472849;0.115396
6059;60580;-5.277196;-2.891738;7.335102;-0.482751;0.490312;0.195961
6060;60590;-5.224106;-3.324557;7.001694;-0.388338;0.606796;0.243417
6061;60600;-5.200980;-3.222404;6.870633;-0.246104;0.736584;0.296446
6062;60610;-5.574211;-3.294639;6.812752;-0.128838;0.843654;0.335129
6063;60620;-5.750832;-3.449821;6.807605;0.004575;0.943014;0.281613
6064;60630;-5.796710;-3.478712;6.716970;0.181493;1.014842;0.237434
6065;60640;-5.890629;-3.561178;6.619071;0.414994;1.073255;0.251341
6066;60650;-6.156937;-3.537769;6.688289;0.694129;1.138166;0.213024
6067;60660;-6.395648;-2.827723;6.929937;0.878943;1.153350;0.190887
6068;60670;-6.561303;-2.092220;7.134469;0.848049;1.127063;0.217862
6069;60680;-6.337833;-1.749839;6.974049;0.647026;1.114832;0.261871
6070;60690;-6.217556;-1.854975;6.602351;0.449215;1.169951;0.339368
6071;60700;-5.914682;-1.955062;6.088651;0.339937;1.320228;0.451891
6072;60710;-5.862707;-1.954726;5.606299;0.293601;1.554201;0.630982
6073;60720;-6.512278;-2.717163;5.318719;0.371812;1.812756;0.680783
6074;60730;-6.897335;-2.896224;5.473897;0.600901;2.007092;0.587759
6075;60740;-7.408351;-2.496194;5.886301;0.836771;2.036997;0.539785
6076;60750;-7.904391;-2.006180;6.352771;0.977927;1.910349;0.551186
6077;60760;-8.155190;-1.561898;6.630504;1.008352;1.688761;0.577745
6078;60770;-8.263700;-1.158582;6.818844;0.928082;1.447101;0.573726
6079;60780;-8.265078;-0.848441;6.815294;0.731697;1.203819;0.586699
6080;60790;-8.056673;-0.893997;6.645726;0.502419;1.000796;0.607768
6081;60800;-7.806178;-0.861628;6.213122;0.261675;0.888925;0.655468
6082;60810;-7.807462;-1.387902;5.707035;0.078688;0.864033;0.653344
6083;60820;-7.257032;-1.898040;5.237939;0.073524;0.941643;0.599150
6084;60830;-7.115278;-2.010365;4.927583;0.217332;1.088614;0.643207
6085;60840;-7.426026;-2.400789;4.756362;0.457459;1.258341;0.684338
6086;60850;-7.775978;-2.527958;4.921580;0.816621;1.422700;0.574216
6087;60860;-8.234142;-1.491458;5.543760;1.084933;1.465400;0.562110
6088;60870;-8.952618;-0.711796;6.014556;1.096589;1.340018;0.587442
6089;60880;-9.208374;-0.612135;6.298983;1.007479;1.102922;0.579155
6090;60890;-9.232831;-0.517087;6.275056;0.899811;0.820860;0.557829
6091;60900;-8.936260;-0.449587;5.915172;0.779929;0.593671;0.522657
6092;60910;-8.372933;-0.601491;5.257470;0.659123;0.541200;0.520364
6093;60920;-7.530475;-0.930472;4.625574;0.656889;0.706349;0.578567
6094;60930;-7.695797;-1.192317;3.772199;0.792688;0.972221;0.634641
6095;60940;-7.060822;-1.345799;3.335955;1.053491;1.373717;0.750802
6096;60950;-7.546002;-0.967416;3.247199;1.392404;1.818996;0.923198
6097;60960;-8.614115;-0.243891;3.752033;1.622483;2.089409;1.002294
6098;60970;-9.580473;0.548603;4.518644;1.651035;2.088232;1.020611
6099;60980;-10.512538;0.980043;5.092848;1.501391;1.872399;0.918238
6100;60990;-10.922045;1.578165;5.563059;1.195957;1.465074;0.753929
6101;61000;-10.816512;1.531636;5.435075;0.794181;1.003953;0.617257
6102;61010;-10.111926;1.098539;4.921301;0.482338;0.655846;0.478454
6103;61020;-9.232802;0.591950;4.180237;0.326742;0.516724;0.432973
6104;61030;-8.355205;0.092959;3.346551;0.349354;0.617146;0.471188
6105;61040;-8.008429;-0.313331;2.747211;0.608947;0.884011;0.588647
6106;61050;-8.295302;0.008829;2.683427;0.960424;1.144251;0.755861
6107;61060;-8.887215;0.719878;3.004209;1.190533;1.298369;0.886516
6108;61070;-9.685146;1.340243;3.340103;1.250334;1.317363;0.930527
6109;61080;-10.269862;1.841268;3.740369;1.115594;1.190627;0.843680
6110;61090;-10.529214;2.224455;3.962941;0.852740;0.929494;0.719691
6111;61100;-10.375467;2.071053;3.860302;0.554778;0.601966;0.598913
6112;61110;-9.741704;1.804913;3.489439;0.378852;0.339846;0.575806
6113;61120;-9.361178;1.351680;2.982105;0.343689;0.194622;0.600780
6114;61130;-8.925058;1.082135;2.585626;0.426448;0.200829;0.617864
6115;61140;-8.788020;1.334539;2.324804;0.508449;0.323366;0.666548
6116;61150;-8.885898;1.393581;2.335634;0.538227;0.457537;0.683193
6117;61160;-9.155278;1.538162;2.503220;0.592256;0.509091;0.704754
6118;61170;-9.469263;1.948758;2.910385;0.620487;0.417308;0.742377
6119;61180;-9.745315;2.266639;3.212727;0.594166;0.211521;0.808927
6120;61190;-9.735082;1.944023;3.134264;0.584405;-0.015716;0.860229
6121;61200;-9.317527;1.762901;2.860799;0.648741;-0.121887;0.865236
6122;61210;-9.106881;1.807098;2.804696;0.742398;-0.152098;0.916392
6123;61220;-9.039420;1.685485;2.698529;0.905067;-0.198706;1.009256
6124;61230;-8.962300;1.603827;2.664114;1.159554;-0.271403;1.123851
6125;61240;-9.000966;1.923053;2.809238;1.422995;-0.339676;1.231957
6126;61250;-8.963637;2.560725;2.793143;1.529498;-0.355836;1.314205
6127;61260;-9.006317;3.152492;2.696734;1.430801;-0.266595;1.316003
6128;61270;-9.167678;3.218054;2.542887;1.224913;-0.163423;1.221556
6129;61280;-9.086603;3.458720;2.364248;1.004203;-0.067605;1.083787
6130;61290;-9.075110;3.607900;2.262207;0.775222;-0.059980;0.982668
6131;61300;-9.081843;3.474092;2.263062;0.635204;-0.133712;0.944146
6132;61310;-8.914154;3.261475;2.192618;0.597564;-0.235447;0.916753
6133;61320;-8.748821;3.476270;2.237219;0.617616;-0.319815;0.944233
6134;61330;-8.768942;3.563622;2.325553;0.619155;-0.424859;1.012460
6135;61340;-8.665517;3.462973;2.344428;0.632174;-0.507022;1.052633
6136;61350;-8.598971;3.509541;2.327297;0.647624;-0.520659;1.052911
6137;61360;-8.579529;3.773759;2.365491;0.636940;-0.519124;1.022634
6138;61370;-8.584455;4.001806;2.505860;0.573344;-0.529755;1.001397
6139;61380;-8.496727;4.041421;2.416780;0.500262;-0.533939;0.962479
6140;61390;-8.408344;3.968417;2.407097;0.460507;-0.533959;0.933236
6141;61400;-8.200147;3.793714;2.314845;0.481166;-0.510410;0.888145
6142;61410;-8.148632;4.021472;2.338878;0.552192;-0.470385;0.860572
6143;61420;-8.340591;4.353554;2.569565;0.589753;-0.505898;0.868793
6144;61430;-8.582177;4.634366;2.870006;0.591697;-0.624308;0.886671
6145;61440;-8.746640;4.765485;3.113570;0.561721;-0.804096;0.865914
6146;61450;-8.659889;4.887774;3.279992;0.504449;-0.987967;0.834038
6147;61460;-8.490531;4.969499;3.312244;0.427108;-1.119518;0.805022
6148;61470;-8.318336;4.638930;3.121084;0.357346;-1.192528;0.753940
6149;61480;-7.879863;4.424450;2.894038;0.347256;-1.166021;0.633589
6150;61490;-7.894115;4.583693;3.099955;0.338813;-1.087818;0.472488
6151;61500;-8.077235;4.891542;3.326655;0.277965;-1.094817;0.323184
6152;61510;-8.120524;5.046511;3.552198;0.171933;-1.188835;0.187536
6153;61520;-8.249032;5.164289;3.846542;0.053941;-1.353609;0.110937
6154;61530;-8.042919;5.214835;3.903399;-0.087292;-1.527122;0.076364
6155;61540;-7.785098;4.815018;3.917618;-0.163909;-1.615859;0.058699
6156;61550;-7.599420;4.844865;3.952516;-0.183721;-1.638467;0.040645
6157;61560;-7.232404;4.754562;3.782170;-0.233387;-1.533886;-0.038095
6158;61570;-6.731458;4.629131;3.514276;-0.260646;-1.257159;-0.150534
6159;61580;-6.680690;4.655137;3.436555;-0.270733;-0.919089;-0.195596
6160;61590;-7.182618;4.669488;3.596561;-0.266996;-0.665924;-0.266218
6161;61600;-7.625325;4.840318;4.020009;-0.273956;-0.584565;-0.349131
6162;61610;-7.789863;5.002673;4.426864;-0.311337;-0.648492;-0.327807
6163;61620;-7.898727;5.064819;4.726360;-0.364935;-0.779202;-0.260534
6164;61630;-7.855775;4.862095;4.930894;-0.394016;-0.905590;-0.228180
6165;61640;-7.611045;4.601787;4.973424;-0.366548;-1.000375;-0.222282
6166;61650;-7.354245;4.494059;5.034204;-0.324369;-1.025471;-0.200402
6167;61660;-7.251806;4.388865;5.153145;-0.268416;-1.028643;-0.197584
6168;61670;-6.960501;4.383015;5.137208;-0.259406;-0.976445;-0.213877
6169;61680;-6.945147;4.372911;5.230603;-0.271584;-0.910235;-0.221337
6170;61690;-7.190266;4.279781;5.256627;-0.277255;-0.894786;-0.223152
6171;61700;-7.215704;4.141590;5.290689;-0.257192;-0.938916;-0.261550
6172;61710;-7.122380;4.041068;5.343320;-0.204062;-1.009336;-0.235507
6173;61720;-7.241636;3.992040;5.499006;-0.133329;-1.083278;-0.202288
6174;61730;-7.427594;4.123523;5.716082;-0.102998;-1.178120;-0.251960
6175;61740;-7.103437;4.437034;5.740851;-0.188245;-1.234841;-0.371785
6176;61750;-6.323971;4.724800;5.612331;-0.378496;-1.163818;-0.411760
6177;61760;-6.249331;4.841414;5.453099;-0.607138;-0.992410;-0.377177
6178;61770;-6.392835;4.588216;5.353662;-0.844651;-0.833316;-0.391112
6179;61780;-6.117016;4.201228;5.250827;-1.027260;-0.673375;-0.387066
6180;61790;-5.743010;3.824889;5.092949;-1.127582;-0.445539;-0.363884
6181;61800;-6.117723;3.301336;5.219340;-1.091115;-0.229003;-0.311900
6182;61810;-6.157436;3.256315;5.403622;-1.057502;-0.055709;-0.337651
6183;61820;-5.853206;3.525077;5.631124;-1.122771;0.177879;-0.381911
6184;61830;-6.782287;3.520251;6.011857;-1.247110;0.307907;-0.429886
6185;61840;-7.152920;3.516863;6.333016;-1.413769;0.287013;-0.508840
6186;61850;-6.986112;3.338508;6.394166;-1.554660;0.227484;-0.552478
6187;61860;-7.107789;3.196397;6.445756;-1.660128;0.173755;-0.574205
6188;61870;-7.013306;2.971447;6.333841;-1.744617;0.134534;-0.627814
6189;61880;-7.387499;3.084330;6.575862;-1.787818;0.022486;-0.621540
6190;61890;-8.056214;3.103598;7.024521;-1.887440;-0.296313;-0.505005
6191;61900;-7.413522;2.677685;6.845397;-1.977195;-0.578239;-0.489198
6192;61910;-6.832110;2.127480;6.523071;-1.939576;-0.671546;-0.461602
6193;61920;-6.860201;1.805421;6.417367;-1.815031;-0.666510;-0.460383
6194;61930;-6.577886;1.676175;6.321647;-1.686268;-0.610673;-0.481666
6195;61940;-6.350990;1.720952;6.297645;-1.582070;-0.474472;-0.477908
6196;61950;-6.540172;1.628601;6.358359;-1.527415;-0.329376;-0.494319
6197;61960;-6.487739;1.569516;6.338312;-1.497857;-0.196758;-0.546773
6198;61970;-6.380030;1.476671;6.284941;-1.491885;-0.047791;-0.578687
6199;61980;-6.397176;1.430992;6.193239;-1.487890;0.103440;-0.591916
6200;61990;-6.739378;1.420403;6.271263;-1.452896;0.158419;-0.549168
6201;62000;-7.212360;1.805528;6.690091;-1.481450;0.075433;-0.453448
6202;62010;-7.450474;2.289316;6.952771;-1.672651;-0.096389;-0.391392
6203;62020;-7.187110;2.164843;6.783785;-1.952221;-0.253865;-0.341480
6204;62030;-6.808056;1.796014;6.446907;-2.184980;-0.302113;-0.255358
6205;62040;-6.642100;1.260705;6.033299;-2.338063;-0.263200;-0.188328
6206;62050;-6.295101;0.865072;5.695092;-2.398973;-0.095658;-0.157298
6207;62060;-5.955153;0.435188;5.388118;-2.381258;0.160465;-0.092048
6208;62070;-5.778206;-0.033534;5.272935;-2.273276;0.492531;0.014684
6209;62080;-5.762364;-0.230164;5.360758;-2.108468;0.869629;0.149483
6210;62090;-6.236832;-0.294398;5.634683;-1.937729;1.177529;0.321897
6211;62100;-7.253221;-0.438180;6.132280;-1.787502;1.298285;0.439739
6212;62110;-8.067259;-0.680496;6.775571;-1.681837;1.203708;0.377046
6213;62120;-8.307170;-0.775378;7.272298;-1.612289;0.954312;0.243826
6214;62130;-8.375403;-0.500916;7.537703;-1.652540;0.666150;0.106276
6215;62140;-8.038701;-0.583428;7.400698;-1.784858;0.427630;-0.050754
6216;62150;-7.668090;-0.757012;7.075377;-1.897017;0.289498;-0.129554
6217;62160;-7.641058;-1.091426;6.832746;-1.964868;0.185056;-0.224136
6218;62170;-7.267874;-1.387317;6.466717;-1.949903;0.148022;-0.314445
6219;62180;-6.988923;-1.355540;6.210050;-1.901315;0.197147;-0.340420
6220;62190;-6.960037;-1.466316;5.957392;-1.834691;0.302335;-0.354026
6221;62200;-7.076274;-1.469867;5.911650;-1.724652;0.415499;-0.359446
6222;62210;-7.529659;-1.449450;6.144021;-1.632996;0.438011;-0.349335
