seq;timestamp_ms;rot_xx;rot_xy;rot_xz;rot_yx;rot_yy;rot_yz;rot_zx;rot_zy;rot_zz
4563;91240;0.108033;-0.743574;-0.659868;0.965017;0.237936;-0.110127;0.238894;-0.624887;0.743267
4564;91260;0.10912;-0.7388;-0.665032;0.969618;0.226465;-0.092488;0.218937;-0.634735;0.741066
4565;91280;0.114074;-0.734539;-0.668909;0.973728;0.216234;-0.071392;0.197081;-0.643192;0.739908
4566;91300;0.124507;-0.734997;-0.666541;0.977615;0.205703;-0.044215;0.169608;-0.646115;0.744156
4567;91320;0.136369;-0.731728;-0.667815;0.983273;0.182132;0.001222;0.120736;-0.656811;0.744326
4568;91340;0.147167;-0.723765;-0.674171;0.988015;0.139653;0.065751;0.046561;-0.675767;0.735643
4569;91360;0.155623;-0.712889;-0.683792;0.987326;0.090435;0.13042;-0.031137;-0.695422;0.717927
4570;91380;0.167935;-0.704272;-0.689782;0.980795;0.048962;0.188795;-0.09919;-0.70824;0.698969
4571;91400;0.179926;-0.694435;-0.696697;0.969527;0.005482;0.244921;-0.166263;-0.719535;0.67426
4572;91420;0.190664;-0.681246;-0.706789;0.95233;-0.046307;0.301535;-0.238149;-0.730588;0.639942
4573;91440;0.201198;-0.66865;-0.71584;0.932978;-0.091845;0.348019;-0.298449;-0.737883;0.605357
4574;91460;0.206761;-0.665371;-0.717308;0.919481;-0.118414;0.374877;-0.334372;-0.737061;0.587312
4575;91480;0.208945;-0.666575;-0.715556;0.916294;-0.122209;0.381405;-0.341683;-0.735352;0.585243
4576;91500;0.208511;-0.669354;-0.713084;0.917551;-0.118515;0.379546;-0.338562;-0.73343;0.589454
4577;91520;0.207154;-0.670175;-0.712708;0.9203;-0.113636;0.374346;-0.331867;-0.733452;0.593222
4578;91540;0.208729;-0.671315;-0.711174;0.923101;-0.10492;0.369969;-0.322982;-0.733708;0.597792
4579;91560;0.207496;-0.673191;-0.70976;0.928508;-0.092854;0.359516;-0.307927;-0.733615;0.605796
4580;91580;0.205381;-0.676653;-0.707078;0.93427;-0.079618;0.347564;-0.291476;-0.731985;0.615825
4581;91600;0.201672;-0.678311;-0.706557;0.938569;-0.072408;0.337408;-0.280028;-0.731199;0.622039
4582;91620;0.199255;-0.677356;-0.708157;0.9409;-0.06972;0.33143;-0.273868;-0.732344;0.623433
4583;91640;0.19657;-0.674584;-0.711546;0.942522;-0.069988;0.326731;-0.270207;-0.734873;0.622053
4584;91660;0.193627;-0.674246;-0.712672;0.944774;-0.067626;0.320668;-0.264404;-0.735404;0.623916
4585;91680;0.191056;-0.679024;-0.708819;0.949487;-0.055294;0.308895;-0.24894;-0.732031;0.63416
4586;91700;0.184857;-0.686175;-0.703556;0.955;-0.043544;0.293392;-0.231954;-0.726132;0.647248
4587;91720;0.175701;-0.701735;-0.690432;0.962714;-0.024064;0.269449;-0.205696;-0.712032;0.671342
4588;91740;0.162871;-0.724042;-0.67025;0.970391;-0.005255;0.241481;-0.178365;-0.689735;0.701749
4589;91760;0.152045;-0.752326;-0.641006;0.977219;0.017264;0.211532;-0.148074;-0.658565;0.737811
4590;91780;0.148751;-0.780949;-0.606624;0.981147;0.040016;0.189073;-0.123382;-0.623312;0.772178
4591;91800;0.149322;-0.805712;-0.573177;0.98329;0.059951;0.17189;-0.104131;-0.589266;0.801201
4592;91820;0.15257;-0.830537;-0.535659;0.984602;0.080943;0.15494;-0.085326;-0.55105;0.830098
4593;91840;0.156742;-0.856329;-0.492069;0.985683;0.104287;0.13249;-0.062139;-0.505791;0.860415
4594;91860;0.161;-0.881681;-0.443529;0.986272;0.127021;0.105513;-0.036691;-0.454428;0.890027
4595;91880;0.166907;-0.897371;-0.408494;0.985748;0.143021;0.088583;-0.021069;-0.417457;0.908452
4596;91900;0.168903;-0.902659;-0.395827;0.985417;0.146248;0.086977;-0.020621;-0.404745;0.914197
4597;91920;0.166937;-0.902532;-0.396949;0.985612;0.141941;0.091772;-0.026484;-0.406558;0.913241
4598;91940;0.16717;-0.90036;-0.401754;0.985485;0.140377;0.095466;-0.029557;-0.411881;0.910758
4599;91960;0.170012;-0.897639;-0.406621;0.985055;0.143236;0.09566;-0.027625;-0.416808;0.908575
4600;91980;0.172666;-0.892656;-0.416355;0.98466;0.14565;0.096077;-0.025121;-0.426557;0.904112
4601;92000;0.175713;-0.882691;-0.435868;0.984188;0.147459;0.098133;-0.022349;-0.446219;0.894645
4602;92020;0.182883;-0.864901;-0.467441;0.982956;0.151795;0.10371;-0.018743;-0.478441;0.87792
4603;92040;0.189898;-0.837225;-0.512828;0.981681;0.153644;0.112678;-0.015544;-0.524831;0.851065
4604;92060;0.190793;-0.800282;-0.568461;0.981629;0.156299;0.109427;0.001278;-0.578896;0.815401
4605;92080;0.185168;-0.761482;-0.621174;0.982407;0.159052;0.097872;0.024271;-0.628369;0.777537
4606;92100;0.176996;-0.729301;-0.660903;0.98269;0.168279;0.077479;0.054711;-0.663176;0.746462
4607;92120;0.174947;-0.700456;-0.691921;0.981186;0.182317;0.063519;0.081657;-0.690015;0.719174
4608;92140;0.171721;-0.678329;-0.71441;0.979999;0.191652;0.053587;0.100568;-0.709323;0.697673
4609;92160;0.166859;-0.6596;-0.732861;0.979692;0.194731;0.047793;0.111186;-0.725953;0.678698
4610;92180;0.160392;-0.642803;-0.749052;0.980473;0.191238;0.045834;0.113785;-0.741776;0.660924
4611;92200;0.157393;-0.630505;-0.760059;0.980896;0.188914;0.04641;0.114324;-0.752844;0.648194
4612;92220;0.15452;-0.620848;-0.768552;0.981118;0.188013;0.045378;0.116325;-0.761052;0.638176
4613;92240;0.15499;-0.613729;-0.774154;0.981406;0.185463;0.049453;0.113226;-0.767424;0.631062
4614;92260;0.158385;-0.609826;-0.776548;0.981704;0.181447;0.057738;0.105693;-0.771485;0.627407
4615;92280;0.162431;-0.60769;-0.777386;0.982015;0.176402;0.067291;0.09624;-0.774335;0.625414
4616;92300;0.166479;-0.609116;-0.775411;0.982138;0.172366;0.075462;0.087689;-0.774124;0.626932
4617;92320;0.17472;-0.616129;-0.768022;0.981513;0.170883;0.086201;0.078131;-0.768885;0.634596
4618;92340;0.186029;-0.628743;-0.755034;0.980347;0.170144;0.099857;0.06568;-0.758771;0.648037
4619;92360;0.198865;-0.653443;-0.730387;0.978824;0.169351;0.114997;0.048547;-0.737789;0.673284
4620;92380;0.206216;-0.687194;-0.696591;0.978021;0.167183;0.124601;0.030834;-0.706975;0.706566
4621;92400;0.210852;-0.727016;-0.653444;0.977471;0.16339;0.133621;0.009621;-0.666897;0.745088
4622;92420;0.216852;-0.765734;-0.605497;0.976069;0.159759;0.147532;-0.016237;-0.623;0.782053
4623;92440;0.219644;-0.798217;-0.560898;0.974431;0.1516;0.165838;-0.047342;-0.582981;0.811105
4624;92460;0.215551;-0.824702;-0.522881;0.973505;0.139631;0.181085;-0.076331;-0.54806;0.832949
4625;92480;0.211916;-0.844001;-0.492701;0.972742;0.13359;0.189545;-0.094156;-0.519438;0.849305
4626;92500;0.209326;-0.858046;-0.468978;0.972537;0.132773;0.191163;-0.101759;-0.496114;0.862274
4627;92520;0.210243;-0.867304;-0.451199;0.972022;0.135994;0.191518;-0.104744;-0.478841;0.871631
4628;92540;0.211677;-0.872795;-0.439797;0.971429;0.138476;0.192743;-0.107324;-0.468031;0.877171
4629;92560;0.212365;-0.875575;-0.433901;0.971375;0.140778;0.191344;-0.106452;-0.462115;0.880407
4630;92580;0.212435;-0.875795;-0.433421;0.971141;0.140003;0.193093;-0.108429;-0.461933;0.880262
4631;92600;0.212844;-0.874457;-0.435916;0.971109;0.140051;0.193216;-0.107908;-0.464447;0.879002
4632;92620;0.213003;-0.871833;-0.441063;0.971014;0.138785;0.194602;-0.108447;-0.469729;0.876124
4633;92640;0.213409;-0.865679;-0.452832;0.971121;0.137356;0.195083;-0.10668;-0.481387;0.869992
4634;92660;0.216557;-0.854686;-0.471821;0.971229;0.139558;0.192971;-0.099083;-0.500035;0.860318
4635;92680;0.218338;-0.836209;-0.503073;0.971859;0.139608;0.189738;-0.088428;-0.530343;0.843159
4636;92700;0.221628;-0.805737;-0.549244;0.972278;0.139534;0.187634;-0.074546;-0.575602;0.814325
4637;92720;0.230486;-0.767482;-0.598204;0.971298;0.144313;0.189088;-0.058793;-0.624616;0.778716
4638;92740;0.23712;-0.730947;-0.639914;0.970261;0.1452;0.193674;-0.04865;-0.666808;0.74364
4639;92760;0.237357;-0.696804;-0.67685;0.970587;0.141218;0.194983;-0.040282;-0.703222;0.709828
4640;92780;0.234101;-0.667941;-0.706436;0.971792;0.139413;0.19022;-0.02857;-0.73104;0.681736
4641;92800;0.227961;-0.644899;-0.729479;0.973515;0.137605;0.182572;-0.01736;-0.751778;0.659187
4642;92820;0.222067;-0.629858;-0.744289;0.975007;0.138074;0.174058;-0.006865;-0.76434;0.644777
4643;92840;0.220581;-0.619068;-0.753723;0.975362;0.142777;0.168175;0.003502;-0.77225;0.635309
4644;92860;0.220269;-0.609617;-0.761478;0.975403;0.144414;0.166537;0.008445;-0.77943;0.626432
4645;92880;0.218489;-0.605712;-0.765099;0.975759;0.145695;0.163303;0.012557;-0.782231;0.622861
4646;92900;0.217163;-0.606233;-0.765063;0.976047;0.145376;0.161855;0.0131;-0.781887;0.623282
4647;92920;0.219384;-0.612343;-0.759544;0.975595;0.145048;0.16485;0.009226;-0.777173;0.62922
4648;92940;0.221538;-0.621633;-0.751327;0.975148;0.143269;0.168996;0.002588;-0.770095;0.637924
4649;92960;0.220587;-0.636065;-0.739434;0.97535;0.13929;0.171146;-0.005864;-0.75896;0.651111
4650;92980;0.218694;-0.652434;-0.725605;0.975699;0.135877;0.171897;-0.013559;-0.745565;0.666295
4651;93000;0.219674;-0.669643;-0.709452;0.975334;0.134634;0.174922;-0.021619;-0.730378;0.682701
4652;93020;0.217587;-0.697479;-0.682773;0.975478;0.131634;0.176398;-0.033158;-0.704411;0.709017
4653;93040;0.21429;-0.726798;-0.652568;0.975557;0.125969;0.180054;-0.04866;-0.675201;0.736027
4654;93060;0.208156;-0.756351;-0.620164;0.976156;0.120735;0.180396;-0.061567;-0.642927;0.763449
4655;93080;0.201636;-0.78223;-0.589457;0.97659;0.114516;0.182096;-0.074938;-0.612375;0.787008
4656;93100;0.194614;-0.805408;-0.55986;0.976855;0.107492;0.18493;-0.088764;-0.582893;0.807686
4657;93120;0.189899;-0.826719;-0.529599;0.976326;0.102108;0.190688;-0.103569;-0.553272;0.826537
4658;93140;0.189906;-0.848077;-0.494672;0.974818;0.102883;0.19785;-0.116898;-0.519788;0.846259
4659;93160;0.187333;-0.866384;-0.462909;0.974191;0.103449;0.200625;-0.125931;-0.488546;0.863403
4660;93180;0.182269;-0.881051;-0.436495;0.974247;0.101896;0.201148;-0.132744;-0.461917;0.876933
4661;93200;0.17921;-0.892343;-0.414255;0.974476;0.103138;0.199397;-0.135205;-0.439415;0.888051
4662;93220;0.17883;-0.901706;-0.393631;0.973898;0.105387;0.201037;-0.139792;-0.419308;0.897017
4663;93240;0.178287;-0.907235;-0.38097;0.973461;0.106167;0.202738;-0.143485;-0.407005;0.902086
4664;93260;0.178572;-0.909759;-0.374767;0.972701;0.105855;0.206514;-0.148207;-0.401413;0.903826
4665;93280;0.177814;-0.910376;-0.373628;0.97273;0.105146;0.206737;-0.148923;-0.4002;0.904247
4666;93300;0.178027;-0.908105;-0.379015;0.97311;0.105259;0.204883;-0.146161;-0.405298;0.902425
4667;93320;0.178366;-0.903355;-0.390045;0.973764;0.105127;0.201821;-0.141312;-0.415809;0.898406
4668;93340;0.181292;-0.895299;-0.406905;0.974597;0.108233;0.196078;-0.131508;-0.432116;0.892178
4669;93360;0.188824;-0.883744;-0.428184;0.974622;0.11526;0.191906;-0.120243;-0.453554;0.88308
4670;93380;0.196711;-0.867967;-0.456001;0.974444;0.121622;0.188859;-0.108464;-0.481498;0.86971
4671;93400;0.209481;-0.838605;-0.502851;0.97412;0.134329;0.181786;-0.084899;-0.527918;0.845041
4672;93420;0.217602;-0.796289;-0.564423;0.973844;0.138383;0.180214;-0.065396;-0.588876;0.805574
4673;93440;0.222813;-0.740296;-0.634284;0.973641;0.136447;0.18277;-0.048758;-0.658289;0.751185
4674;93460;0.221263;-0.68783;-0.691326;0.974235;0.124137;0.188301;-0.0437;-0.715178;0.697575
4675;93480;0.215027;-0.646413;-0.732062;0.975839;0.112477;0.187313;-0.038741;-0.754652;0.654981
4676;93500;0.207559;-0.616024;-0.75989;0.977866;0.109674;0.178186;-0.026427;-0.780055;0.625153
4677;93520;0.199308;-0.591413;-0.781349;0.979895;0.112906;0.164493;-0.009064;-0.798425;0.602026
4678;93540;0.190688;-0.570279;-0.799012;0.981646;0.10837;0.156928;-0.002903;-0.814271;0.580478
4679;93560;0.182319;-0.547652;-0.816601;0.983238;0.09991;0.152519;-0.001941;-0.83072;0.556688
4680;93580;0.173127;-0.52725;-0.831886;0.984898;0.09145;0.14701;-0.001435;-0.844774;0.535121
4681;93600;0.157507;-0.514506;-0.842897;0.987485;0.089018;0.130189;0.00805;-0.852854;0.522088
4682;93620;0.133036;-0.512341;-0.848415;0.990648;0.094898;0.098032;0.030287;-0.853523;0.520175
4683;93640;0.101274;-0.51291;-0.852447;0.993005;0.1044;0.055157;0.060705;-0.85207;0.519895
4684;93660;0.066061;-0.511366;-0.85682;0.992875;0.119036;0.005508;0.099176;-0.851079;0.515586
4685;93680;0.029844;-0.518439;-0.854594;0.990804;0.128225;-0.043187;0.13197;-0.845446;0.517498
4686;93700;-0.000122;-0.531722;-0.846919;0.985999;0.141163;-0.088769;0.166754;-0.835072;0.52426
4687;93720;-0.027817;-0.549127;-0.835276;0.980308;0.148441;-0.130235;0.195505;-0.822451;0.534184
4688;93740;-0.054482;-0.571244;-0.81897;0.972576;0.155372;-0.173075;0.226113;-0.80594;0.547114
4689;93760;-0.075099;-0.5918;-0.802579;0.963754;0.163555;-0.210781;0.256006;-0.789318;0.558066
4690;93780;-0.089346;-0.610711;-0.786797;0.957913;0.163677;-0.235823;0.2728;-0.774753;0.570384
4691;93800;-0.095233;-0.625328;-0.774529;0.955936;0.159605;-0.246398;0.277698;-0.763866;0.582575
4692;93820;-0.098165;-0.641186;-0.761081;0.954386;0.156039;-0.254555;0.281975;-0.751354;0.596621
4693;93840;-0.101487;-0.665506;-0.739461;0.950418;0.154766;-0.269728;0.293949;-0.730171;0.616802
4694;93860;-0.098507;-0.694725;-0.712498;0.946814;0.154969;-0.282006;0.306331;-0.702383;0.64251
4695;93880;-0.083462;-0.72765;-0.680852;0.947639;0.153387;-0.280095;0.308245;-0.668579;0.676747
4696;93900;-0.063002;-0.758025;-0.649176;0.95654;0.139702;-0.255958;0.284713;-0.637088;0.71628
4697;93920;-0.041032;-0.780824;-0.623402;0.966036;0.128312;-0.224298;0.255127;-0.611433;0.74904
4698;93940;-0.019592;-0.804329;-0.593861;0.971212;0.125732;-0.202334;0.23741;-0.580729;0.778711
4699;93960;-0.000904;-0.829258;-0.558866;0.973864;0.126204;-0.18884;0.227128;-0.54443;0.80747
4700;93980;0.021914;-0.853182;-0.521152;0.976677;0.129636;-0.171161;0.213591;-0.505247;0.836125
4701;94000;0.046164;-0.870877;-0.489328;0.981337;0.131078;-0.140703;0.186675;-0.4737;0.860675
4702;94020;0.068776;-0.882917;-0.464465;0.986937;0.128204;-0.097565;0.145688;-0.451687;0.880201
4703;94040;0.088915;-0.889341;-0.448516;0.991167;0.123485;-0.048361;0.098394;-0.440254;0.892465
4704;94060;0.112357;-0.889112;-0.443684;0.992359;0.123316;0.004184;0.050994;-0.440764;0.896173
4705;94080;0.133314;-0.885003;-0.446091;0.991073;0.118423;0.06124;-0.00137;-0.450273;0.89289
4706;94100;0.155424;-0.880239;-0.448355;0.986582;0.115344;0.115551;-0.049998;-0.460298;0.886355
4707;94120;0.179479;-0.873789;-0.451974;0.979674;0.116913;0.163004;-0.089589;-0.472043;0.877011
4708;94140;0.201903;-0.866767;-0.456016;0.972234;0.121131;0.200222;-0.118308;-0.48378;0.867156
4709;94160;0.226703;-0.85658;-0.463547;0.962036;0.122682;0.243794;-0.15196;-0.501218;0.851874
4710;94180;0.255018;-0.840933;-0.477281;0.947909;0.119981;0.295083;-0.19088;-0.52767;0.827725
4711;94200;0.279386;-0.823721;-0.493383;0.933247;0.112111;0.341293;-0.225816;-0.555801;0.800058
4712;94220;0.29756;-0.808174;-0.508244;0.918962;0.098161;0.381933;-0.258778;-0.580705;0.771891
4713;94240;0.311135;-0.793198;-0.52348;0.904582;0.078265;0.419054;-0.291423;-0.603913;0.741864
4714;94260;0.322833;-0.778919;-0.537646;0.889971;0.056524;0.4525;-0.322071;-0.624572;0.711464
4715;94280;0.332939;-0.763353;-0.553574;0.877539;0.03599;0.478154;-0.345077;-0.644979;0.681854
4716;94300;0.344515;-0.742756;-0.574128;0.866847;0.016912;0.498287;-0.360397;-0.669348;0.649682
4717;94320;0.357472;-0.722453;-0.59184;0.85608;0.000188;0.516843;-0.373283;-0.69142;0.618545
4718;94340;0.367059;-0.704298;-0.607645;0.845074;-0.02051;0.534255;-0.388737;-0.709608;0.587656
4719;94360;0.376269;-0.683526;-0.625471;0.836704;-0.039259;0.546246;-0.397929;-0.72887;0.557137
4720;94380;0.389435;-0.65447;-0.648082;0.830054;-0.055577;0.554907;-0.399188;-0.754043;0.521602
4721;94400;0.401443;-0.617634;-0.676292;0.825789;-0.075279;0.558933;-0.396127;-0.782854;0.479816
4722;94420;0.410004;-0.580159;-0.703784;0.822555;-0.098195;0.560143;-0.39408;-0.808563;0.436952
4723;94440;0.416004;-0.550459;-0.723834;0.824697;-0.107019;0.555358;-0.383166;-0.827975;0.409441
4724;94460;0.418933;-0.528933;-0.738054;0.828393;-0.110214;0.549197;-0.371833;-0.841476;0.391992
4725;94480;0.421908;-0.502065;-0.754933;0.831658;-0.117255;0.542767;-0.361024;-0.856844;0.368076
4726;94500;0.423914;-0.472885;-0.772448;0.834773;-0.12686;0.53578;-0.351355;-0.871944;0.340974
4727;94520;0.423006;-0.447019;-0.788188;0.839935;-0.132913;0.526159;-0.339963;-0.884595;0.319244
4728;94540;0.42156;-0.424197;-0.801464;0.845478;-0.135634;0.516499;-0.327803;-0.895355;0.301471
4729;94560;0.417623;-0.409837;-0.810941;0.851848;-0.133933;0.506377;-0.316144;-0.902272;0.293186
4730;94580;0.410822;-0.402218;-0.818197;0.859903;-0.127283;0.494334;-0.302973;-0.906653;0.293578
4731;94600;0.401332;-0.39082;-0.828367;0.868942;-0.1235;0.479257;-0.289607;-0.912144;0.290036
4732;94620;0.389588;-0.377148;-0.840227;0.879404;-0.118711;0.461038;-0.273624;-0.918514;0.285417
4733;94640;0.377738;-0.365227;-0.850837;0.889102;-0.113452;0.443425;-0.25848;-0.92398;0.281869
4734;94660;0.362092;-0.353838;-0.862374;0.899128;-0.111458;0.423256;-0.245883;-0.928642;0.277788
4735;94680;0.342842;-0.348574;-0.872328;0.910329;-0.10592;0.400102;-0.231862;-0.931277;0.281003
4736;94700;0.321314;-0.338938;-0.884239;0.922969;-0.096816;0.372499;-0.211862;-0.935814;0.281721
4737;94720;0.292347;-0.335876;-0.895389;0.936931;-0.08695;0.338527;-0.191557;-0.937884;0.289272
4738;94740;0.259499;-0.333774;-0.906231;0.950534;-0.07761;0.300769;-0.170722;-0.939453;0.297123
4739;94760;0.228983;-0.328117;-0.916464;0.962602;-0.063713;0.263321;-0.144791;-0.942486;0.301257
4740;94780;0.201335;-0.32565;-0.923805;0.971271;-0.055787;0.231345;-0.126874;-0.943843;0.305063
4741;94800;0.172713;-0.328322;-0.928641;0.978309;-0.052302;0.200442;-0.114379;-0.943117;0.312167
4742;94820;0.142115;-0.332476;-0.932343;0.984475;-0.050548;0.168087;-0.103013;-0.941756;0.32013
4743;94840;0.110445;-0.342628;-0.932956;0.989797;-0.047101;0.134472;-0.090017;-0.93829;0.33393
4744;94860;0.079331;-0.360434;-0.929405;0.994512;-0.035173;0.098529;-0.068203;-0.932121;0.355666
4745;94880;0.053429;-0.377684;-0.924392;0.997611;-0.020417;0.066003;-0.043801;-0.925709;0.375691
4746;94900;0.030602;-0.395043;-0.918153;0.999265;-0.009107;0.037224;-0.023067;-0.918618;0.394474
4747;94920;0.011149;-0.416553;-0.909043;0.999908;-0.002406;0.013366;-0.007754;-0.909108;0.416488
4748;94940;-0.007335;-0.439273;-0.898323;0.999822;0.012397;-0.014226;0.017385;-0.898268;0.439104
4749;94960;-0.027881;-0.474565;-0.879779;0.998247;0.032743;-0.049297;0.052201;-0.879611;0.47282
4750;94980;-0.043158;-0.507825;-0.860378;0.994895;0.056788;-0.083424;0.091223;-0.859586;0.502782
4751;95000;-0.051512;-0.523183;-0.850662;0.992605;0.066926;-0.101269;0.109914;-0.849588;0.515867
4752;95020;-0.055056;-0.524478;-0.849642;0.992149;0.066959;-0.105624;0.112288;-0.848787;0.516674
4753;95040;-0.064309;-0.531163;-0.844825;0.990413;0.069741;-0.11924;0.122255;-0.844394;0.521586
4754;95060;-0.080255;-0.560461;-0.824283;0.983417;0.090403;-0.157218;0.162632;-0.823232;0.543912
4755;95080;-0.092334;-0.58716;-0.804188;0.974251;0.113565;-0.194778;0.205693;-0.801465;0.561555
4756;95100;-0.098618;-0.610246;-0.78605;0.967992;0.124372;-0.218;0.230796;-0.782388;0.578447
4757;95120;-0.101571;-0.623734;-0.775009;0.965695;0.125333;-0.227431;0.238991;-0.771523;0.589606
4758;95140;-0.10626;-0.635971;-0.764362;0.963408;0.12439;-0.237427;0.246076;-0.761622;0.599482
4759;95160;-0.110456;-0.653117;-0.749158;0.959695;0.125905;-0.251262;0.258426;-0.746717;0.612886
4760;95180;-0.112619;-0.677191;-0.727138;0.953955;0.131057;-0.269804;0.278005;-0.724042;0.63125
4761;95200;-0.107294;-0.701653;-0.704394;0.95078;0.134738;-0.279038;0.290697;-0.699663;0.652661
4762;95220;-0.09797;-0.727398;-0.679186;0.950271;0.134347;-0.280957;0.295614;-0.672936;0.678063
4763;95240;-0.088379;-0.750583;-0.654839;0.95032;0.133448;-0.281217;0.298464;-0.64716;0.7015
4764;95260;-0.079328;-0.767358;-0.636292;0.949199;0.136841;-0.283366;0.304515;-0.626447;0.71752
4765;95280;-0.074214;-0.787295;-0.612094;0.948172;0.134458;-0.287907;0.308969;-0.601737;0.736512
4766;95300;-0.059161;-0.811243;-0.581708;0.946062;0.140382;-0.291991;0.318537;-0.567607;0.759182
4767;95320;-0.044326;-0.82984;-0.556238;0.945321;0.145242;-0.292014;0.323114;-0.538768;0.778027
4768;95340;-0.032144;-0.834791;-0.549628;0.946098;0.151905;-0.286048;0.322282;-0.529197;0.784911
4769;95360;-0.020062;-0.834797;-0.550192;0.947976;0.158988;-0.275797;0.317709;-0.527102;0.788178
4770;95380;0.002383;-0.836852;-0.547424;0.948184;0.175816;-0.264644;0.317713;-0.518428;0.793909
4771;95400;0.033035;-0.841912;-0.538602;0.947983;0.197104;-0.249958;0.316603;-0.502328;0.80463
4772;95420;0.069722;-0.841372;-0.535941;0.950817;0.218588;-0.219466;0.301803;-0.49428;0.815231
4773;95440;0.101525;-0.832602;-0.544487;0.954562;0.235676;-0.182396;0.280186;-0.501229;0.818697
4774;95460;0.126127;-0.819298;-0.559324;0.958365;0.246239;-0.144581;0.256182;-0.517801;0.816243
4775;95480;0.15534;-0.805943;-0.57125;0.959922;0.259706;-0.105372;0.233281;-0.531986;0.813984
4776;95500;0.195218;-0.792882;-0.577259;0.956609;0.283748;-0.06623;0.216309;-0.539281;0.813871
4777;95520;0.235329;-0.780805;-0.57876;0.951238;0.307213;-0.027679;0.199415;-0.544025;0.815028
4778;95540;0.265317;-0.764773;-0.587137;0.946776;0.321776;0.008704;0.182269;-0.558196;0.809441
4779;95560;0.285169;-0.740507;-0.608546;0.946854;0.316224;0.058906;0.148817;-0.593002;0.79133
4780;95580;0.299876;-0.709698;-0.637498;0.948753;0.291712;0.121538;0.09971;-0.641275;0.760805
4781;95600;0.310971;-0.683208;-0.6607;0.949262;0.257561;0.180453;0.046884;-0.683293;0.728637
4782;95620;0.318201;-0.65701;-0.683437;0.948013;0.223843;0.226198;0.004368;-0.719884;0.694081
4783;95640;0.324864;-0.630427;-0.705;0.94529;0.192929;0.263068;-0.02983;-0.751891;0.658612
4784;95660;0.332832;-0.602566;-0.725353;0.940247;0.153474;0.303943;-0.071822;-0.783173;0.617642
4785;95680;0.343842;-0.574262;-0.742964;0.93188;0.111243;0.345288;-0.115636;-0.811078;0.573393
4786;95700;0.354868;-0.548198;-0.757329;0.922889;0.075887;0.377514;-0.149481;-0.832899;0.532856
4787;95720;0.362624;-0.525095;-0.769922;0.914141;0.039742;0.403445;-0.181249;-0.850115;0.494422
4788;95740;0.369243;-0.499529;-0.783664;0.904713;0.000404;0.426021;-0.212493;-0.866297;0.45208
4789;95760;0.37819;-0.472081;-0.796312;0.893832;-0.037641;0.44682;-0.240909;-0.880751;0.407725
4790;95780;0.386721;-0.445125;-0.807657;0.884416;-0.069097;0.461557;-0.261257;-0.892799;0.366954
4791;95800;0.393991;-0.421307;-0.816867;0.876566;-0.095042;0.471804;-0.276411;-0.901924;0.331858
4792;95820;0.395535;-0.407105;-0.823297;0.873183;-0.111268;0.474522;-0.284787;-0.906579;0.311466
4793;95840;0.397297;-0.390488;-0.830466;0.869068;-0.13056;0.477153;-0.294748;-0.911303;0.28749
4794;95860;0.396181;-0.377736;-0.836873;0.8677;-0.144002;0.475773;-0.300228;-0.914647;0.27071
4795;95880;0.394123;-0.361654;-0.84491;0.866254;-0.160946;0.47297;-0.307036;-0.918315;0.249852
4796;95900;0.383786;-0.353575;-0.853049;0.871529;-0.166629;0.461164;-0.305199;-0.920445;0.244201
4797;95920;0.365776;-0.349039;-0.862775;0.879142;-0.174693;0.443387;-0.30548;-0.920681;0.242956
4798;95940;0.340293;-0.346939;-0.873976;0.892303;-0.174067;0.416528;-0.29664;-0.921593;0.250341
4799;95960;0.312505;-0.346713;-0.884382;0.906217;-0.170317;0.386992;-0.2848;-0.922379;0.260972
4800;95980;0.283204;-0.347348;-0.893949;0.919699;-0.165934;0.355836;-0.271935;-0.922939;0.272462
4801;96000;0.250853;-0.349757;-0.902631;0.933356;-0.159922;0.32136;-0.256748;-0.92309;0.286331
4802;96020;0.213644;-0.353691;-0.910637;0.947595;-0.151618;0.281203;-0.237528;-0.922992;0.302764
4803;96040;0.174567;-0.36649;-0.913899;0.960571;-0.140597;0.239865;-0.2164;-0.919738;0.327496
4804;96060;0.137127;-0.38246;-0.91374;0.970711;-0.131824;0.200854;-0.197272;-0.91452;0.353181
4805;96080;0.098777;-0.403759;-0.909517;0.9797;-0.120769;0.160011;-0.174448;-0.906859;0.383633
4806;96100;0.062376;-0.430757;-0.90031;0.987312;-0.10535;0.118809;-0.146026;-0.896298;0.41872
4807;96120;0.027538;-0.467629;-0.883496;0.993934;-0.081335;0.07403;-0.106478;-0.880175;0.462552
4808;96140;-0.004236;-0.507287;-0.861767;0.998421;-0.050415;0.02477;-0.056012;-0.860301;0.506699
4809;96160;-0.033212;-0.546865;-0.836562;0.999427;-0.023582;-0.024262;-0.00646;-0.836889;0.547335
4810;96180;-0.058032;-0.579767;-0.812713;0.997574;-0.002314;-0.069581;0.038461;-0.814779;0.578495
4811;96200;-0.078511;-0.607252;-0.790621;0.994194;0.01084;-0.107053;0.073579;-0.794435;0.602875
4812;96220;-0.095313;-0.637052;-0.764906;0.990087;0.018965;-0.139168;0.103164;-0.770588;0.628929
4813;96240;-0.106346;-0.67292;-0.732031;0.985744;0.025185;-0.166355;0.13038;-0.739286;0.660649
4814;96260;-0.112474;-0.71232;-0.692784;0.979982;0.035744;-0.195853;0.164272;-0.700944;0.69404
