seq;timestamp_ms;rot_xx;rot_xy;rot_xz;rot_yx;rot_yy;rot_yz;rot_zx;rot_zy;rot_zz
2618;52340;0.135602;-0.923967;-0.357627;0.900412;-0.035672;0.433573;-0.413365;-0.380805;0.827114
2619;52360;0.148167;-0.917378;-0.369411;0.892916;-0.036484;0.448744;-0.425145;-0.396342;0.813735
2620;52380;0.166175;-0.907885;-0.384877;0.886294;-0.03359;0.461904;-0.432284;-0.417872;0.799071
2621;52400;0.178713;-0.898981;-0.399869;0.882139;-0.033598;0.469788;-0.435765;-0.436698;0.787022
2622;52420;0.191846;-0.890246;-0.413106;0.878905;-0.031459;0.475958;-0.436716;-0.454392;0.776407
2623;52440;0.206286;-0.879552;-0.428759;0.876996;-0.028142;0.479673;-0.433963;-0.474969;0.765559
2624;52460;0.222914;-0.866419;-0.446796;0.875339;-0.023825;0.482922;-0.429058;-0.498748;0.7531
2625;52480;0.241995;-0.84936;-0.46907;0.872874;-0.020541;0.487514;-0.423709;-0.527415;0.736413
2626;52500;0.256515;-0.8351;-0.48663;0.870447;-0.019259;0.491885;-0.420145;-0.549761;0.72197
2627;52520;0.270032;-0.82276;-0.500149;0.868271;-0.016435;0.495818;-0.416159;-0.568152;0.70994
2628;52540;0.279381;-0.809054;-0.517086;0.867498;-0.018151;0.497109;-0.411573;-0.587455;0.696782
2629;52560;0.288737;-0.792149;-0.537709;0.866549;-0.02258;0.498581;-0.407092;-0.60991;0.679916
2630;52580;0.300756;-0.774702;-0.556222;0.862525;-0.027905;0.505245;-0.406936;-0.631711;0.659807
2631;52600;0.307683;-0.762901;-0.568606;0.860141;-0.032484;0.509021;-0.406804;-0.645698;0.646208
2632;52620;0.31428;-0.750968;-0.580755;0.859105;-0.035318;0.51058;-0.40394;-0.659394;0.63406
2633;52640;0.320419;-0.733313;-0.599654;0.859019;-0.041884;0.510227;-0.399272;-0.6786;0.616509
2634;52660;0.326178;-0.712295;-0.621485;0.859713;-0.049847;0.50834;-0.393067;-0.700108;0.59611
2635;52680;0.332064;-0.696695;-0.635885;0.859625;-0.053998;0.508064;-0.388302;-0.715332;0.580965
2636;52700;0.338389;-0.680396;-0.650042;0.860685;-0.055474;0.506107;-0.380414;-0.730742;0.566834
2637;52720;0.340753;-0.665562;-0.664014;0.863866;-0.057037;0.500481;-0.370974;-0.74416;0.555521
2638;52740;0.34112;-0.646483;-0.68242;0.867349;-0.063422;0.493643;-0.362412;-0.760288;0.539092
2639;52760;0.336818;-0.62078;-0.707945;0.87357;-0.074519;0.480961;-0.351326;-0.780435;0.517195
2640;52780;0.330413;-0.600561;-0.728116;0.880972;-0.080594;0.466253;-0.338696;-0.795507;0.502449
2641;52800;0.322359;-0.592171;-0.738524;0.888289;-0.080396;0.452194;-0.327151;-0.801791;0.500103
2642;52820;0.314497;-0.581531;-0.750275;0.894494;-0.083026;0.439303;-0.317761;-0.809276;0.494065
2643;52840;0.305261;-0.56908;-0.763521;0.901685;-0.085108;0.423934;-0.306234;-0.817866;0.487151
2644;52860;0.294067;-0.553274;-0.779367;0.909307;-0.089238;0.406445;-0.294425;-0.828206;0.476854
2645;52880;0.279606;-0.548898;-0.787738;0.918667;-0.085515;0.385667;-0.279055;-0.831503;0.480344
2646;52900;0.267811;-0.549859;-0.791159;0.927041;-0.076607;0.36705;-0.262434;-0.831737;0.489225
2647;52920;0.257617;-0.550949;-0.793781;0.934715;-0.066056;0.349205;-0.244828;-0.831921;0.497963
2648;52940;0.246651;-0.54992;-0.797967;0.941719;-0.058354;0.331299;-0.228753;-0.833176;0.503477
2649;52960;0.233882;-0.547115;-0.803719;0.948133;-0.054689;0.313135;-0.215275;-0.835269;0.505946
2650;52980;0.218789;-0.545283;-0.809196;0.953392;-0.057133;0.296276;-0.207786;-0.836303;0.507368
2651;53000;0.203393;-0.548723;-0.810885;0.958526;-0.057283;0.279188;-0.199647;-0.83404;0.514314
2652;53020;0.185797;-0.557867;-0.808866;0.964575;-0.053349;0.258358;-0.187282;-0.828214;0.528192
2653;53040;0.164667;-0.573031;-0.80282;0.971302;-0.047424;0.233074;-0.171632;-0.81816;0.548777
2654;53060;0.146602;-0.585758;-0.797117;0.97698;-0.040509;0.20945;-0.154978;-0.809473;0.566335
2655;53080;0.129217;-0.595472;-0.792916;0.981975;-0.034391;0.185854;-0.13794;-0.802639;0.580295
2656;53100;0.111676;-0.601274;-0.7912;0.986498;-0.028902;0.161206;-0.119796;-0.79852;0.589928
2657;53120;0.090279;-0.612928;-0.784964;0.991091;-0.022205;0.131324;-0.097922;-0.789827;0.605463
2658;53140;0.063286;-0.633268;-0.77134;0.995478;-0.014802;0.093829;-0.070837;-0.773791;0.629468
2659;53160;0.041042;-0.650908;-0.758046;0.998073;-0.008626;0.061445;-0.046534;-0.759107;0.6493
2660;53180;0.020444;-0.659265;-0.751633;0.99916;-0.013244;0.038793;-0.035529;-0.751794;0.65844
2661;53200;0.003281;-0.668482;-0.743721;0.999395;-0.023566;0.025591;-0.034634;-0.743355;0.668
2662;53220;-0.014316;-0.682449;-0.730793;0.99953;-0.029591;0.008053;-0.027121;-0.730334;0.682551
2663;53240;-0.031712;-0.704576;-0.708919;0.999485;-0.025851;-0.019018;-0.004927;-0.709157;0.705033
2664;53260;-0.048344;-0.727162;-0.684761;0.998629;-0.021401;-0.047777;0.020087;-0.686132;0.7272
2665;53280;-0.060958;-0.744328;-0.665026;0.997604;-0.023596;-0.065033;0.032714;-0.667397;0.743983
2666;53300;-0.072307;-0.75712;-0.649262;0.996755;-0.031762;-0.073968;0.035381;-0.652503;0.75696
2667;53320;-0.084492;-0.768965;-0.633682;0.995882;-0.044197;-0.079154;0.03286;-0.637761;0.769533
2668;53340;-0.09774;-0.784876;-0.611896;0.994517;-0.054048;-0.089529;0.037198;-0.617292;0.785855
2669;53360;-0.10536;-0.801741;-0.588312;0.993335;-0.057049;-0.10015;0.046732;-0.594943;0.802409
2670;53380;-0.110783;-0.815351;-0.568269;0.992342;-0.059315;-0.108351;0.054637;-0.57592;0.815678
2671;53400;-0.115562;-0.822838;-0.556401;0.99175;-0.064301;-0.11089;0.055468;-0.564626;0.823481
2672;53420;-0.119474;-0.828071;-0.547745;0.991408;-0.069912;-0.110553;0.053251;-0.556247;0.829309
2673;53440;-0.122676;-0.834466;-0.537231;0.991299;-0.077004;-0.106753;0.047713;-0.545652;0.836652
2674;53460;-0.124024;-0.84482;-0.520477;0.991252;-0.081618;-0.103724;0.045147;-0.528788;0.847552
2675;53480;-0.124737;-0.855483;-0.502582;0.991199;-0.084814;-0.101639;0.044325;-0.510837;0.858534
2676;53500;-0.124403;-0.864788;-0.486482;0.991249;-0.086506;-0.099706;0.044141;-0.494629;0.867983
2677;53520;-0.1244;-0.872521;-0.472474;0.991492;-0.090922;-0.093147;0.038315;-0.480041;0.876409
2678;53540;-0.122452;-0.881438;-0.456149;0.992087;-0.095866;-0.081079;0.027737;-0.462468;0.886202
2679;53560;-0.116881;-0.893159;-0.434289;0.992959;-0.096608;-0.068552;0.019272;-0.439243;0.898161
2680;53580;-0.109707;-0.904828;-0.411401;0.99382;-0.092803;-0.060909;0.016933;-0.415541;0.909417
2681;53600;-0.102154;-0.912095;-0.397048;0.994625;-0.086872;-0.05634;0.016895;-0.400669;0.916067
2682;53620;-0.095629;-0.917529;-0.385999;0.995354;-0.08378;-0.047446;0.011194;-0.388743;0.921278
2683;53640;-0.088241;-0.924045;-0.371961;0.996099;-0.082233;-0.032018;-0.001001;-0.373335;0.927696
2684;53660;-0.076865;-0.933165;-0.351135;0.99699;-0.075519;-0.01755;-0.010141;-0.351427;0.936161
2685;53680;-0.063833;-0.941154;-0.331896;0.997822;-0.065729;-0.005521;-0.016619;-0.331526;0.9433
2686;53700;-0.051021;-0.94547;-0.321689;0.998405;-0.05609;0.006503;-0.024191;-0.320844;0.946823
2687;53720;-0.039678;-0.947493;-0.317307;0.998553;-0.049139;0.021867;-0.036311;-0.31598;0.948071
2688;53740;-0.030101;-0.950662;-0.308763;0.997983;-0.045855;0.043894;-0.055887;-0.30682;0.950125
2689;53760;-0.01863;-0.954057;-0.299045;0.996549;-0.041919;0.071651;-0.080895;-0.296678;0.951545
2690;53780;0.000257;-0.957308;-0.28907;0.994439;-0.030199;0.100891;-0.105313;-0.287488;0.951977
2691;53800;0.029294;-0.956903;-0.288926;0.990991;-0.009988;0.133553;-0.130683;-0.290235;0.94799
2692;53820;0.066046;-0.953348;-0.29456;0.983953;0.013187;0.177939;-0.165754;-0.301585;0.938921
2693;53840;0.105135;-0.946736;-0.304364;0.972228;0.033501;0.231625;-0.209091;-0.320264;0.923965
2694;53860;0.142629;-0.937189;-0.318329;0.95802;0.049904;0.282324;-0.248705;-0.345233;0.904964
2695;53880;0.175214;-0.928247;-0.328113;0.946082;0.06652;0.317024;-0.272451;-0.365969;0.889852
2696;53900;0.199076;-0.921186;-0.334342;0.936149;0.077864;0.342875;-0.289818;-0.381252;0.877868
2697;53920;0.224794;-0.911633;-0.344082;0.924187;0.087572;0.371766;-0.308782;-0.401567;0.862205
2698;53940;0.249267;-0.900729;-0.355743;0.913414;0.096615;0.3954;-0.321778;-0.423501;0.846821
2699;53960;0.267005;-0.888904;-0.372233;0.902753;0.095533;0.419416;-0.337261;-0.448021;0.827969
2700;53980;0.282285;-0.876093;-0.390866;0.89352;0.091801;0.439539;-0.349195;-0.473322;0.808721
2701;54000;0.297328;-0.861068;-0.412502;0.883905;0.084897;0.459896;-0.360982;-0.501353;0.786345
2702;54020;0.308651;-0.848368;-0.430124;0.874843;0.075705;0.478455;-0.373343;-0.523967;0.765555
2703;54040;0.31725;-0.838404;-0.443205;0.866879;0.066875;0.494012;-0.384542;-0.540931;0.748012
2704;54060;0.325855;-0.826503;-0.459033;0.859535;0.056787;0.507913;-0.393724;-0.56006;0.728913
2705;54080;0.330661;-0.818053;-0.470588;0.851576;0.043695;0.522407;-0.406794;-0.573481;0.711083
2706;54100;0.335388;-0.809375;-0.482106;0.844897;0.032048;0.533969;-0.416731;-0.586417;0.694587
2707;54120;0.339769;-0.802049;-0.491198;0.838488;0.021747;0.544486;-0.426022;-0.596863;0.679897
2708;54140;0.341913;-0.794939;-0.501166;0.831051;0.00682;0.556154;-0.438691;-0.606651;0.662967
2709;54160;0.343406;-0.788001;-0.511005;0.822538;-0.010282;0.568617;-0.453325;-0.615588;0.64463
2710;54180;0.345418;-0.779112;-0.523136;0.815915;-0.026084;0.577583;-0.463647;-0.626342;0.626679
2711;54200;0.347828;-0.770623;-0.533999;0.810131;-0.039649;0.584907;-0.471915;-0.636056;0.610515
2712;54220;0.349399;-0.764068;-0.542328;0.805876;-0.050225;0.589951;-0.478001;-0.643177;0.598196
2713;54240;0.351782;-0.757694;-0.549681;0.801552;-0.059478;0.59496;-0.483491;-0.649894;0.586408
2714;54260;0.353579;-0.752578;-0.555525;0.795998;-0.069846;0.601256;-0.491293;-0.654789;0.574355
2715;54280;0.352647;-0.748505;-0.561587;0.789285;-0.084452;0.608191;-0.502661;-0.65773;0.561002
2716;54300;0.353745;-0.740016;-0.572049;0.784656;-0.0981;0.612121;-0.509097;-0.665396;0.545956
2717;54320;0.357535;-0.729189;-0.583482;0.77766;-0.113494;0.618356;-0.51712;-0.674835;0.526483
2718;54340;0.360383;-0.719311;-0.593899;0.768077;-0.132461;0.626508;-0.529322;-0.681943;0.504749
2719;54360;0.363232;-0.709327;-0.604084;0.761987;-0.146929;0.630704;-0.536133;-0.689396;0.487128
2720;54380;0.363315;-0.702395;-0.612082;0.760136;-0.156391;0.630662;-0.538698;-0.694394;0.477096
2721;54400;0.366038;-0.690967;-0.623362;0.758666;-0.166353;0.629883;-0.538926;-0.703485;0.463322
2722;54420;0.366484;-0.675947;-0.639364;0.760458;-0.178324;0.624423;-0.536091;-0.71505;0.448676
2723;54440;0.365584;-0.655504;-0.660805;0.761039;-0.19823;0.617677;-0.535881;-0.728711;0.426394
2724;54460;0.358347;-0.638972;-0.680663;0.763413;-0.219118;0.607609;-0.537391;-0.737361;0.409279
2725;54480;0.348856;-0.627754;-0.695863;0.769478;-0.231994;0.595049;-0.53498;-0.743037;0.40211
2726;54500;0.336506;-0.625771;-0.703687;0.779158;-0.234639;0.581255;-0.528845;-0.743879;0.408617
2727;54520;0.327505;-0.619217;-0.713661;0.781737;-0.246652;0.572756;-0.530686;-0.745475;0.403285
2728;54540;0.314659;-0.61122;-0.726223;0.784101;-0.263813;0.561773;-0.534954;-0.746199;0.396247
2729;54560;0.303282;-0.594501;-0.744707;0.784494;-0.287854;0.54928;-0.540915;-0.750805;0.379082
2730;54580;0.28999;-0.583566;-0.758523;0.790266;-0.301031;0.533722;-0.539801;-0.754209;0.373876
2731;54600;0.276073;-0.574863;-0.77027;0.791252;-0.319016;0.521679;-0.545623;-0.753499;0.36679
2732;54620;0.250596;-0.577633;-0.776879;0.790971;-0.34053;0.508335;-0.558182;-0.741875;0.371556
2733;54640;0.215311;-0.583921;-0.782737;0.789995;-0.367034;0.491115;-0.574063;-0.724101;0.382269
2734;54660;0.186507;-0.590843;-0.784933;0.786198;-0.389357;0.479889;-0.589159;-0.706615;0.391902
2735;54680;0.162964;-0.595722;-0.786485;0.781497;-0.408645;0.471458;-0.60225;-0.691466;0.39896
2736;54700;0.141742;-0.60087;-0.786679;0.779947;-0.421589;0.462542;-0.609583;-0.67913;0.40889
2737;54720;0.11262;-0.612737;-0.782221;0.782979;-0.429961;0.449531;-0.611769;-0.663089;0.431338
2738;54740;0.077089;-0.630262;-0.772546;0.791338;-0.432671;0.431949;-0.606499;-0.644643;0.465396
2739;54760;0.046149;-0.646632;-0.761405;0.796328;-0.43637;0.418858;-0.603102;-0.625658;0.494793
2740;54780;0.017115;-0.657788;-0.753009;0.799955;-0.442791;0.40498;-0.599816;-0.609304;0.518622
2741;54800;-0.012142;-0.663546;-0.748037;0.800954;-0.454297;0.389983;-0.598602;-0.594409;0.536986
2742;54820;-0.04199;-0.671626;-0.7397;0.80501;-0.46125;0.373104;-0.591773;-0.5798;0.560033
2743;54840;-0.065008;-0.686119;-0.724579;0.814553;-0.455932;0.358651;-0.576436;-0.566892;0.588519
2744;54860;-0.0856;-0.697807;-0.711153;0.826002;-0.448832;0.340985;-0.55713;-0.558225;0.61481
2745;54880;-0.1033;-0.699383;-0.707243;0.832129;-0.450283;0.323737;-0.544876;-0.555076;0.628491
2746;54900;-0.117005;-0.696209;-0.708239;0.837565;-0.452382;0.306327;-0.533662;-0.557354;0.636051
2747;54920;-0.131647;-0.700523;-0.701382;0.849604;-0.444267;0.284255;-0.510727;-0.558475;0.653653
2748;54940;-0.142931;-0.710174;-0.689364;0.868292;-0.424263;0.257041;-0.475016;-0.56183;0.677279
2749;54960;-0.152419;-0.720162;-0.676856;0.889054;-0.399048;0.224376;-0.431685;-0.567562;0.701085
2750;54980;-0.159529;-0.723271;-0.671885;0.902777;-0.382264;0.197149;-0.39943;-0.575111;0.713935
2751;55000;-0.1636;-0.718352;-0.676169;0.912663;-0.370426;0.172715;-0.374541;-0.588859;0.716216
2752;55020;-0.166225;-0.710227;-0.684066;0.920668;-0.360248;0.150307;-0.353186;-0.604813;0.713765
2753;55040;-0.165191;-0.703554;-0.691176;0.929577;-0.345228;0.129242;-0.329542;-0.621152;0.711036
2754;55060;-0.16759;-0.705354;-0.688759;0.941045;-0.322696;0.101494;-0.293849;-0.631144;0.717851
2755;55080;-0.172443;-0.708503;-0.684314;0.950097;-0.302984;0.074275;-0.25996;-0.637357;0.725394
2756;55100;-0.174357;-0.707153;-0.685226;0.957458;-0.284256;0.049724;-0.229942;-0.647405;0.726631
2757;55120;-0.176848;-0.702072;-0.689797;0.961289;-0.273668;0.032085;-0.211302;-0.65742;0.723291
2758;55140;-0.177456;-0.694555;-0.697211;0.964825;-0.262415;0.015845;-0.193964;-0.669875;0.716691
2759;55160;-0.17684;-0.685024;-0.706732;0.967325;-0.253512;0.003679;-0.181685;-0.682989;0.707472
2760;55180;-0.177002;-0.67805;-0.713385;0.969517;-0.2449;-0.007783;-0.169431;-0.693017;0.700729
2761;55200;-0.177045;-0.674665;-0.716577;0.97123;-0.237586;-0.016272;-0.15927;-0.698842;0.697318
2762;55220;-0.175706;-0.673711;-0.717803;0.973831;-0.225718;-0.026524;-0.144152;-0.703679;0.695741
2763;55240;-0.172927;-0.668575;-0.723259;0.976238;-0.213711;-0.03586;-0.130593;-0.712275;0.689645
2764;55260;-0.170435;-0.664013;-0.728038;0.978767;-0.199467;-0.047206;-0.113874;-0.720625;0.68391
2765;55280;-0.170478;-0.660007;-0.731661;0.980807;-0.18497;-0.061675;-0.094629;-0.728133;0.678873
2766;55300;-0.170199;-0.658315;-0.733249;0.982445;-0.171039;-0.074482;-0.076381;-0.733053;0.675869
2767;55320;-0.169853;-0.65862;-0.733056;0.983537;-0.159857;-0.084266;-0.061685;-0.7353;0.674929
2768;55340;-0.165748;-0.659475;-0.733226;0.985155;-0.144417;-0.092806;-0.044687;-0.737724;0.673622
2769;55360;-0.164711;-0.658376;-0.734446;0.985761;-0.135438;-0.099663;-0.033856;-0.740404;0.671309
2770;55380;-0.165387;-0.6551;-0.737219;0.985952;-0.127539;-0.107856;-0.023368;-0.7447;0.66699
2771;55400;-0.164686;-0.656518;-0.736114;0.986267;-0.119033;-0.114489;-0.012458;-0.74486;0.667105
2772;55420;-0.162804;-0.660805;-0.732688;0.986639;-0.104381;-0.125091;0.006182;-0.743264;0.668969
2773;55440;-0.161286;-0.665621;-0.728654;0.986525;-0.088187;-0.137807;0.027469;-0.741062;0.670875
2774;55460;-0.162259;-0.668508;-0.725789;0.985779;-0.077229;-0.149249;0.043722;-0.739684;0.671532
2775;55480;-0.161725;-0.670336;-0.72422;0.984933;-0.064087;-0.160625;0.061259;-0.739285;0.670601
2776;55500;-0.16293;-0.672845;-0.721619;0.983387;-0.05142;-0.174088;0.080029;-0.737994;0.670044
2777;55520;-0.16405;-0.676499;-0.717939;0.981523;-0.039276;-0.18727;0.09849;-0.735395;0.670443
2778;55540;-0.163679;-0.681894;-0.712902;0.979214;-0.024555;-0.201336;0.119784;-0.731039;0.67174
2779;55560;-0.164638;-0.687171;-0.707595;0.976355;-0.011646;-0.215861;0.140092;-0.726402;0.67284
2780;55580;-0.164045;-0.690112;-0.704865;0.97366;0.001427;-0.228;0.158351;-0.723701;0.671701
2781;55600;-0.166197;-0.690734;-0.703751;0.970722;0.010913;-0.239956;0.173426;-0.723027;0.668697
2782;55620;-0.164543;-0.69163;-0.703259;0.967459;0.02578;-0.251711;0.192221;-0.721791;0.664882
2783;55640;-0.165917;-0.69859;-0.69602;0.962842;0.03775;-0.267412;0.213087;-0.714526;0.666369
2784;55660;-0.164081;-0.707147;-0.687765;0.958154;0.051536;-0.281576;0.23456;-0.705186;0.669099
2785;55680;-0.164097;-0.711894;-0.682846;0.955139;0.058339;-0.290354;0.246538;-0.699859;0.670385
2786;55700;-0.164052;-0.710242;-0.684576;0.951772;0.06843;-0.299079;0.259264;-0.700624;0.664762
2787;55720;-0.163112;-0.707718;-0.687408;0.949261;0.07731;-0.30484;0.268885;-0.702253;0.659198
2788;55740;-0.159594;-0.710631;-0.685225;0.94644;0.087211;-0.310878;0.280678;-0.698139;0.658651
2789;55760;-0.152468;-0.712314;-0.6851;0.944764;0.098449;-0.312615;0.290127;-0.694922;0.657959
2790;55780;-0.139129;-0.711084;-0.689204;0.945092;0.112481;-0.306836;0.295709;-0.694051;0.656391
2791;55800;-0.117899;-0.702885;-0.701465;0.949297;0.127538;-0.28735;0.291437;-0.699776;0.65221
2792;55820;-0.09197;-0.690757;-0.717214;0.955701;0.141013;-0.258363;0.279603;-0.709204;0.647188
2793;55840;-0.064492;-0.675579;-0.734462;0.96356;0.149305;-0.221944;0.2596;-0.722012;0.641332
2794;55860;-0.034108;-0.664028;-0.746929;0.968755;0.161739;-0.188026;0.245662;-0.730005;0.637764
2795;55880;-0.001827;-0.655486;-0.755205;0.971824;0.17684;-0.155841;0.235702;-0.734211;0.636694
2796;55900;0.029693;-0.64325;-0.76508;0.97471;0.188241;-0.120438;0.221492;-0.742155;0.632572
2797;55920;0.059535;-0.625286;-0.778122;0.978227;0.191798;-0.079281;0.198816;-0.75646;0.62309
2798;55940;0.088349;-0.607559;-0.789346;0.981266;0.189291;-0.035868;0.171208;-0.771389;0.6129
2799;55960;0.115128;-0.588744;-0.800079;0.982961;0.183707;0.006261;0.143294;-0.787167;0.599863
2800;55980;0.140689;-0.57518;-0.805838;0.98251;0.181395;0.04206;0.121983;-0.797662;0.59064
2801;56000;0.161737;-0.566368;-0.808127;0.981354;0.178491;0.071313;0.103855;-0.804592;0.584676
2802;56020;0.180886;-0.557891;-0.809962;0.979595;0.175549;0.097854;0.087596;-0.811135;0.578261
2803;56040;0.199127;-0.545681;-0.813991;0.978042;0.16279;0.130128;0.061501;-0.822029;0.566115
2804;56060;0.219774;-0.528998;-0.819671;0.975215;0.141186;0.17036;0.025606;-0.836796;0.546915
2805;56080;0.238294;-0.512107;-0.825204;0.971106;0.114232;0.209536;-0.01304;-0.851292;0.524531
2806;56100;0.257293;-0.492415;-0.831461;0.964979;0.085392;0.248039;-0.051138;-0.866161;0.497141
2807;56120;0.276258;-0.47125;-0.837619;0.95643;0.049137;0.287798;-0.094467;-0.88063;0.464292
2808;56140;0.297249;-0.445019;-0.844749;0.94491;0.010093;0.327176;-0.137073;-0.895464;0.423503
2809;56160;0.320007;-0.418236;-0.850102;0.931351;-0.025661;0.363217;-0.173725;-0.907976;0.381313
2810;56180;0.339076;-0.402919;-0.850108;0.91896;-0.051542;0.390967;-0.201344;-0.913783;0.35279
2811;56200;0.354041;-0.396728;-0.846913;0.908269;-0.070014;0.412488;-0.222941;-0.915262;0.335547
2812;56220;0.367236;-0.390165;-0.844339;0.897855;-0.088344;0.431336;-0.242885;-0.916497;0.317869
2813;56240;0.381141;-0.380826;-0.842439;0.887244;-0.105457;0.449084;-0.259864;-0.918613;0.297691
2814;56260;0.391152;-0.379939;-0.83824;0.876543;-0.123789;0.465133;-0.280487;-0.916691;0.284613
2815;56280;0.402146;-0.379671;-0.833144;0.865541;-0.139047;0.481149;-0.298524;-0.914612;0.272704
2816;56300;0.412734;-0.382244;-0.826765;0.855037;-0.150262;0.49632;-0.313946;-0.911763;0.264815
2817;56320;0.421306;-0.38639;-0.82049;0.843967;-0.164146;0.510662;-0.331994;-0.907612;0.256945
2818;56340;0.427473;-0.390746;-0.81522;0.830343;-0.186887;0.524981;-0.357488;-0.901327;0.244564
2819;56360;0.427857;-0.40682;-0.807115;0.820204;-0.200418;0.535815;-0.379741;-0.891252;0.247925
2820;56380;0.424861;-0.42378;-0.79994;0.811411;-0.213532;0.544074;-0.401381;-0.880236;0.253138
2821;56400;0.417334;-0.442553;-0.793712;0.80129;-0.232803;0.551123;-0.42868;-0.865996;0.257457
2822;56420;0.401643;-0.464618;-0.789185;0.790589;-0.259036;0.55486;-0.462225;-0.846777;0.263282
2823;56440;0.381236;-0.488387;-0.784944;0.778245;-0.288747;0.557638;-0.498994;-0.82347;0.270004
2824;56460;0.357218;-0.509464;-0.782842;0.771495;-0.311504;0.554763;-0.52649;-0.80213;0.281774
2825;56480;0.334511;-0.521109;-0.785206;0.771306;-0.327343;0.545834;-0.54147;-0.788221;0.292434
2826;56500;0.314999;-0.524865;-0.790754;0.77403;-0.340078;0.534064;-0.54923;-0.780297;0.299136
2827;56520;0.295417;-0.525627;-0.797775;0.78169;-0.3471;0.518153;-0.549263;-0.776684;0.308338
2828;56540;0.274551;-0.531988;-0.801006;0.796471;-0.340912;0.499413;-0.538754;-0.775092;0.330115
2829;56560;0.254672;-0.538094;-0.803491;0.813837;-0.32952;0.478629;-0.522313;-0.775804;0.354001
2830;56580;0.240124;-0.539891;-0.806758;0.832692;-0.312617;0.45705;-0.498963;-0.781529;0.374496
2831;56600;0.228753;-0.532785;-0.814747;0.847135;-0.3034;0.436247;-0.47962;-0.789993;0.381937
2832;56620;0.216625;-0.524757;-0.823228;0.864193;-0.289195;0.411749;-0.454141;-0.800623;0.390844
2833;56640;0.2052;-0.518628;-0.830011;0.881605;-0.270356;0.386886;-0.425048;-0.81113;0.401748
2834;56660;0.189374;-0.519873;-0.832988;0.901487;-0.244185;0.357344;-0.389177;-0.8186;0.422416
2835;56680;0.175717;-0.520229;-0.835754;0.919193;-0.217228;0.328477;-0.352432;-0.825938;0.44002
2836;56700;0.160037;-0.524327;-0.836343;0.935545;-0.189694;0.297945;-0.31487;-0.830119;0.460174
2837;56720;0.142901;-0.525313;-0.838824;0.950821;-0.162456;0.263718;-0.274806;-0.835257;0.476264
2838;56740;0.124935;-0.529683;-0.838944;0.963769;-0.13606;0.229428;-0.23567;-0.837212;0.493493
2839;56760;0.107669;-0.533511;-0.838912;0.975009;-0.108277;0.193995;-0.194333;-0.838834;0.50852
2840;56780;0.094979;-0.530897;-0.842097;0.981964;-0.088953;0.166835;-0.16348;-0.842755;0.512873
2841;56800;0.084098;-0.528101;-0.845007;0.987238;-0.070931;0.142583;-0.135236;-0.846214;0.515396
2842;56820;0.07253;-0.527811;-0.84626;0.991575;-0.053141;0.118129;-0.10732;-0.847698;0.51951
2843;56840;0.056867;-0.535635;-0.842533;0.995566;-0.032917;0.088122;-0.074935;-0.843808;0.531388
2844;56860;0.041496;-0.547829;-0.83556;0.998473;-0.007789;0.054694;-0.036471;-0.836554;0.546669
2845;56880;0.028175;-0.560641;-0.82758;0.9996;0.017967;0.021859;0.002614;-0.827864;0.560922
2846;56900;0.018059;-0.565238;-0.82473;0.999451;0.033129;-0.000821;0.027786;-0.824262;0.565526
2847;56920;0.00939;-0.566002;-0.824351;0.999074;0.039917;-0.016026;0.041976;-0.823437;0.565853
2848;56940;0.001043;-0.562602;-0.826727;0.998444;0.046681;-0.030508;0.055756;-0.825409;0.561776
2849;56960;-0.006856;-0.565747;-0.82455;0.997352;0.055831;-0.0466;0.072399;-0.822686;0.563867
2850;56980;-0.015142;-0.575607;-0.817586;0.996029;0.063062;-0.062845;0.087732;-0.815291;0.572366
2851;57000;-0.024767;-0.588336;-0.808237;0.99313;0.078009;-0.087217;0.114363;-0.804845;0.582362
2852;57020;-0.033752;-0.597997;-0.800787;0.989183;0.094453;-0.112227;0.142748;-0.795913;0.588341
2853;57040;-0.042418;-0.605765;-0.794512;0.984536;0.109943;-0.136388;0.16997;-0.788011;0.591734
2854;57060;-0.050456;-0.614438;-0.78735;0.979064;0.125232;-0.160471;0.197201;-0.778963;0.595255
2855;57080;-0.057934;-0.625267;-0.778258;0.971963;0.142624;-0.18694;0.227885;-0.767268;0.599473
2856;57100;-0.065153;-0.638219;-0.767093;0.964552;0.156721;-0.212315;0.255723;-0.753734;0.605385
2857;57120;-0.070708;-0.645509;-0.760472;0.956306;0.172953;-0.235723;0.283687;-0.743912;0.605076
2858;57140;-0.076574;-0.651312;-0.754936;0.948588;0.185629;-0.256365;0.307112;-0.735754;0.603613
2859;57160;-0.081905;-0.654923;-0.751244;0.941007;0.197499;-0.274771;0.328324;-0.729431;0.600111
2860;57180;-0.085985;-0.660401;-0.745974;0.932582;0.21011;-0.293503;0.350566;-0.720919;0.597812
2861;57200;-0.090183;-0.666318;-0.740194;0.923686;0.221938;-0.312326;0.372385;-0.711873;0.595454
2862;57220;-0.091948;-0.671438;-0.735334;0.914605;0.235065;-0.329003;0.393757;-0.702791;0.592487
2863;57240;-0.092565;-0.675937;-0.731123;0.906376;0.246778;-0.342904;0.412206;-0.694413;0.58981
2864;57260;-0.092374;-0.682028;-0.725468;0.899167;0.25585;-0.355021;0.427746;-0.685112;0.589623
2865;57280;-0.088367;-0.69011;-0.718289;0.89114;0.267411;-0.366553;0.44504;-0.672487;0.591354
